Unnamed: 0,b_w,b_b,monthly_cuml,monthly_h,months,seed,alpha,shift,D,P
6,0.07,0.04,448.0,11956.114088751565,6,85432a9890aa,0.1,3,0.8,625
7,0.07,0.04,646.0,16460.002782321964,7,85432a9890aa,0.1,3,0.8,625
8,0.07,0.04,863.0,21867.421400194264,8,85432a9890aa,0.1,3,0.8,625
9,0.07,0.04,1022.0,26653.516093675447,9,85432a9890aa,0.1,3,0.8,625
10,0.07,0.04,1141.0,30708.14593836109,10,85432a9890aa,0.1,3,0.8,625
11,0.07,0.04,1214.0,38261.861165346,11,85432a9890aa,0.1,3,0.8,625
12,0.07,0.04,1267.0,45216.7391078132,12,85432a9890aa,0.1,3,0.8,625
13,0.07,0.04,1297.0,50808.63882642576,13,85432a9890aa,0.1,3,0.8,625
0,0.07,0.04,6.0,403.6381438782175,0,8ff02e119c08,0.1,3,0.8,625
1,0.07,0.04,23.0,1432.5098417217228,1,8ff02e119c08,0.1,3,0.8,625
2,0.07,0.04,55.0,3381.05669122957,2,8ff02e119c08,0.1,3,0.8,625
3,0.07,0.04,127.0,6271.365694132542,3,8ff02e119c08,0.1,3,0.8,625
4,0.07,0.04,325.0,9934.048737386867,4,8ff02e119c08,0.1,3,0.8,625
5,0.07,0.04,556.0,14408.130443379112,5,8ff02e119c08,0.1,3,0.8,625
6,0.07,0.04,763.0,19980.56265939005,6,8ff02e119c08,0.1,3,0.8,625
7,0.07,0.04,950.0,25120.54144393544,7,8ff02e119c08,0.1,3,0.8,625
8,0.07,0.04,1094.0,29721.3726251682,8,8ff02e119c08,0.1,3,0.8,625
9,0.07,0.04,1179.0,37046.32796510906,9,8ff02e119c08,0.1,3,0.8,625
10,0.07,0.04,1248.0,45038.76295304362,10,8ff02e119c08,0.1,3,0.8,625
11,0.07,0.04,1288.0,50686.79141644381,11,8ff02e119c08,0.1,3,0.8,625
12,0.07,0.04,1322.0,54965.57516936002,12,8ff02e119c08,0.1,3,0.8,625
13,0.07,0.04,1363.0,59196.04559599173,13,8ff02e119c08,0.1,3,0.8,625
0,0.07,0.04,3.0,55.20726938225539,0,a4b1f95ddfa1,0.1,3,0.8,625
1,0.07,0.04,5.0,266.15092810968696,1,a4b1f95ddfa1,0.1,3,0.8,625
2,0.07,0.04,15.0,1253.628447881841,2,a4b1f95ddfa1,0.1,3,0.8,625
3,0.07,0.04,65.0,3305.5548466210685,3,a4b1f95ddfa1,0.1,3,0.8,625
4,0.07,0.04,179.0,5992.079469500819,4,a4b1f95ddfa1,0.1,3,0.8,625
5,0.07,0.04,380.0,9630.992068385984,5,a4b1f95ddfa1,0.1,3,0.8,625
6,0.07,0.04,569.0,13866.595223914208,6,a4b1f95ddfa1,0.1,3,0.8,625
7,0.07,0.04,751.0,19878.6249424578,7,a4b1f95ddfa1,0.1,3,0.8,625
8,0.07,0.04,947.0,25430.835890242637,8,a4b1f95ddfa1,0.1,3,0.8,625
9,0.07,0.04,1087.0,31705.074202183776,9,a4b1f95ddfa1,0.1,3,0.8,625
10,0.07,0.04,1176.0,40896.59219557766,10,a4b1f95ddfa1,0.1,3,0.8,625
11,0.07,0.04,1248.0,47648.40419029643,11,a4b1f95ddfa1,0.1,3,0.8,625
12,0.07,0.04,1290.0,52331.646753659385,12,a4b1f95ddfa1,0.1,3,0.8,625
13,0.07,0.04,1330.0,56857.91951949191,13,a4b1f95ddfa1,0.1,3,0.8,625
0,0.07,0.04,1.0,95.91873279638278,0,ba64fc14ebb3,0.1,3,0.8,625
1,0.07,0.04,2.0,177.86879138014635,1,ba64fc14ebb3,0.1,3,0.8,625
2,0.07,0.04,2.0,335.1369236409889,2,ba64fc14ebb3,0.1,3,0.8,625
3,0.07,0.04,5.0,718.5957543386104,3,ba64fc14ebb3,0.1,3,0.8,625
4,0.07,0.04,22.0,1701.95420995135,4,ba64fc14ebb3,0.1,3,0.8,625
5,0.07,0.04,63.0,4209.328820033276,5,ba64fc14ebb3,0.1,3,0.8,625
6,0.07,0.04,176.0,7726.012760595894,6,ba64fc14ebb3,0.1,3,0.8,625
7,0.07,0.04,368.0,12059.001359278838,7,ba64fc14ebb3,0.1,3,0.8,625
8,0.07,0.04,658.0,16428.15086862104,8,ba64fc14ebb3,0.1,3,0.8,625
9,0.07,0.04,890.0,21522.868979201176,9,ba64fc14ebb3,0.1,3,0.8,625
10,0.07,0.04,1058.0,27452.393869163603,10,ba64fc14ebb3,0.1,3,0.8,625
11,0.07,0.04,1167.0,35393.1240130185,11,ba64fc14ebb3,0.1,3,0.8,625
12,0.07,0.04,1232.0,43220.65896517274,12,ba64fc14ebb3,0.1,3,0.8,625
13,0.07,0.04,1282.0,49168.42718789459,13,ba64fc14ebb3,0.1,3,0.8,625
0,0.07,0.04,28.0,2219.2585386915384,0,3dfcb2607ca7,0.1,3,0.8,625
1,0.07,0.04,58.0,4610.814366623077,1,3dfcb2607ca7,0.1,3,0.8,625
