Unnamed: 0,b_w,b_b,monthly_cuml,monthly_h,months,seed,alpha,shift,D,P
4,0.09,0.03,483.0,9105.435405136805,4,8c8bf323b8b0,0.1,3,0.4,625
5,0.09,0.03,649.0,12703.148347113856,5,8c8bf323b8b0,0.1,3,0.4,625
6,0.09,0.03,775.0,17256.640531118293,6,8c8bf323b8b0,0.1,3,0.4,625
7,0.09,0.03,905.0,20396.391965733077,7,8c8bf323b8b0,0.1,3,0.4,625
8,0.09,0.03,1002.0,22014.52109098453,8,8c8bf323b8b0,0.1,3,0.4,625
9,0.09,0.03,1127.0,23668.21591704916,9,8c8bf323b8b0,0.1,3,0.4,625
10,0.09,0.03,1259.0,25443.48530473017,10,8c8bf323b8b0,0.1,3,0.4,625
11,0.09,0.03,1334.0,26832.338308882805,11,8c8bf323b8b0,0.1,3,0.4,625
12,0.09,0.03,1447.0,28090.95606653792,12,8c8bf323b8b0,0.1,3,0.4,625
13,0.09,0.03,1553.0,30108.52072984223,13,8c8bf323b8b0,0.1,3,0.4,625
0,0.09,0.03,10.0,317.15730994827777,0,1f497cde557c,0.1,3,0.4,625
1,0.09,0.03,53.0,1569.1563170206166,1,1f497cde557c,0.1,3,0.4,625
2,0.09,0.03,190.0,4108.7051196999255,2,1f497cde557c,0.1,3,0.4,625
3,0.09,0.03,453.0,8086.861012851497,3,1f497cde557c,0.1,3,0.4,625
4,0.09,0.03,711.0,11914.499080579451,4,1f497cde557c,0.1,3,0.4,625
5,0.09,0.03,857.0,14777.236144678096,5,1f497cde557c,0.1,3,0.4,625
6,0.09,0.03,937.0,19088.473032961712,6,1f497cde557c,0.1,3,0.4,625
7,0.09,0.03,1031.0,21701.50956826956,7,1f497cde557c,0.1,3,0.4,625
8,0.09,0.03,1113.0,23118.45859188189,8,1f497cde557c,0.1,3,0.4,625
9,0.09,0.03,1217.0,24739.450565276544,9,1f497cde557c,0.1,3,0.4,625
10,0.09,0.03,1321.0,26304.36875472405,10,1f497cde557c,0.1,3,0.4,625
