Unnamed: 0,b_w,b_b,monthly_cuml,months,seed,alpha,shift,D
11,0.07,0.03,186.0,11,e2a8e0bfa1ed,0.1,3,0.8
12,0.07,0.03,370.0,12,e2a8e0bfa1ed,0.1,3,0.8
13,0.07,0.03,575.0,13,e2a8e0bfa1ed,0.1,3,0.8
0,0.07,0.03,1.0,0,33de23877ea6,0.1,3,0.8
1,0.07,0.03,2.0,1,33de23877ea6,0.1,3,0.8
2,0.07,0.03,2.0,2,33de23877ea6,0.1,3,0.8
3,0.07,0.03,3.0,3,33de23877ea6,0.1,3,0.8
4,0.07,0.03,8.0,4,33de23877ea6,0.1,3,0.8
5,0.07,0.03,11.0,5,33de23877ea6,0.1,3,0.8
6,0.07,0.03,25.0,6,33de23877ea6,0.1,3,0.8
7,0.07,0.03,56.0,7,33de23877ea6,0.1,3,0.8
8,0.07,0.03,103.0,8,33de23877ea6,0.1,3,0.8
9,0.07,0.03,230.0,9,33de23877ea6,0.1,3,0.8
10,0.07,0.03,429.0,10,33de23877ea6,0.1,3,0.8
11,0.07,0.03,616.0,11,33de23877ea6,0.1,3,0.8
12,0.07,0.03,781.0,12,33de23877ea6,0.1,3,0.8
13,0.07,0.03,971.0,13,33de23877ea6,0.1,3,0.8
0,0.07,0.03,3.0,0,13450f1f8510,0.1,3,0.8
1,0.07,0.03,11.0,1,13450f1f8510,0.1,3,0.8
2,0.07,0.03,21.0,2,13450f1f8510,0.1,3,0.8
3,0.07,0.03,91.0,3,13450f1f8510,0.1,3,0.8
4,0.07,0.03,233.0,4,13450f1f8510,0.1,3,0.8
5,0.07,0.03,467.0,5,13450f1f8510,0.1,3,0.8
6,0.07,0.03,688.0,6,13450f1f8510,0.1,3,0.8
7,0.07,0.03,824.0,7,13450f1f8510,0.1,3,0.8
8,0.07,0.03,899.0,8,13450f1f8510,0.1,3,0.8
9,0.07,0.03,1061.0,9,13450f1f8510,0.1,3,0.8
10,0.07,0.03,1140.0,10,13450f1f8510,0.1,3,0.8
11,0.07,0.03,1178.0,11,13450f1f8510,0.1,3,0.8
12,0.07,0.03,1287.0,12,13450f1f8510,0.1,3,0.8
13,0.07,0.03,1371.0,13,13450f1f8510,0.1,3,0.8
0,0.07,0.03,2.0,0,c4bbd239f8a2,0.1,3,0.8
1,0.07,0.03,6.0,1,c4bbd239f8a2,0.1,3,0.8
2,0.07,0.03,9.0,2,c4bbd239f8a2,0.1,3,0.8
3,0.07,0.03,41.0,3,c4bbd239f8a2,0.1,3,0.8
4,0.07,0.03,95.0,4,c4bbd239f8a2,0.1,3,0.8
5,0.07,0.03,238.0,5,c4bbd239f8a2,0.1,3,0.8
6,0.07,0.03,429.0,6,c4bbd239f8a2,0.1,3,0.8
7,0.07,0.03,580.0,7,c4bbd239f8a2,0.1,3,0.8
8,0.07,0.03,676.0,8,c4bbd239f8a2,0.1,3,0.8
9,0.07,0.03,864.0,9,c4bbd239f8a2,0.1,3,0.8
10,0.07,0.03,982.0,10,c4bbd239f8a2,0.1,3,0.8
11,0.07,0.03,1060.0,11,c4bbd239f8a2,0.1,3,0.8
12,0.07,0.03,1200.0,12,c4bbd239f8a2,0.1,3,0.8
13,0.07,0.03,1311.0,13,c4bbd239f8a2,0.1,3,0.8
0,0.07,0.03,1.0,0,a961e53681e4,0.1,3,0.8
1,0.07,0.03,1.0,1,a961e53681e4,0.1,3,0.8
2,0.07,0.03,1.0,2,a961e53681e4,0.1,3,0.8
3,0.07,0.03,1.0,3,a961e53681e4,0.1,3,0.8
4,0.07,0.03,2.0,4,a961e53681e4,0.1,3,0.8
5,0.07,0.03,2.0,5,a961e53681e4,0.1,3,0.8
6,0.07,0.03,3.0,6,a961e53681e4,0.1,3,0.8
7,0.07,0.03,14.0,7,a961e53681e4,0.1,3,0.8
8,0.07,0.03,27.0,8,a961e53681e4,0.1,3,0.8
9,0.07,0.03,91.0,9,a961e53681e4,0.1,3,0.8
10,0.07,0.03,216.0,10,a961e53681e4,0.1,3,0.8
11,0.07,0.03,369.0,11,a961e53681e4,0.1,3,0.8
12,0.07,0.03,564.0,12,a961e53681e4,0.1,3,0.8
13,0.07,0.03,751.0,13,a961e53681e4,0.1,3,0.8
0,0.07,0.03,2.0,0,f869fefc282b,0.1,3,0.8
1,0.07,0.03,10.0,1,f869fefc282b,0.1,3,0.8
2,0.07,0.03,17.0,2,f869fefc282b,0.1,3,0.8
3,0.07,0.03,88.0,3,f869fefc282b,0.1,3,0.8
4,0.07,0.03,211.0,4,f869fefc282b,0.1,3,0.8
5,0.07,0.03,422.0,5,f869fefc282b,0.1,3,0.8
6,0.07,0.03,620.0,6,f869fefc282b,0.1,3,0.8
7,0.07,0.03,794.0,7,f869fefc282b,0.1,3,0.8
8,0.07,0.03,881.0,8,f869fefc282b,0.1,3,0.8
9,0.07,0.03,1053.0,9,f869fefc282b,0.1,3,0.8
10,0.07,0.03,1134.0,10,f869fefc282b,0.1,3,0.8
11,0.07,0.03,1175.0,11,f869fefc282b,0.1,3,0.8
12,0.07,0.03,1292.0,12,f869fefc282b,0.1,3,0.8
13,0.07,0.03,1379.0,13,f869fefc282b,0.1,3,0.8
0,0.07,0.03,1.0,0,330738f864d9,0.1,3,0.8
1,0.07,0.03,2.0,1,330738f864d9,0.1,3,0.8
2,0.07,0.03,2.0,2,330738f864d9,0.1,3,0.8
3,0.07,0.03,5.0,3,330738f864d9,0.1,3,0.8
4,0.07,0.03,23.0,4,330738f864d9,0.1,3,0.8
5,0.07,0.03,85.0,5,330738f864d9,0.1,3,0.8
6,0.07,0.03,205.0,6,330738f864d9,0.1,3,0.8
7,0.07,0.03,360.0,7,330738f864d9,0.1,3,0.8
8,0.07,0.03,529.0,8,330738f864d9,0.1,3,0.8
9,0.07,0.03,731.0,9,330738f864d9,0.1,3,0.8
10,0.07,0.03,881.0,10,330738f864d9,0.1,3,0.8
11,0.07,0.03,985.0,11,330738f864d9,0.1,3,0.8
12,0.07,0.03,1132.0,12,330738f864d9,0.1,3,0.8
13,0.07,0.03,1261.0,13,330738f864d9,0.1,3,0.8
0,0.07,0.03,1.0,0,09b8329bd8e8,0.1,3,0.8
1,0.07,0.03,4.0,1,09b8329bd8e8,0.1,3,0.8
2,0.07,0.03,6.0,2,09b8329bd8e8,0.1,3,0.8
3,0.07,0.03,15.0,3,09b8329bd8e8,0.1,3,0.8
4,0.07,0.03,61.0,4,09b8329bd8e8,0.1,3,0.8
5,0.07,0.03,154.0,5,09b8329bd8e8,0.1,3,0.8
6,0.07,0.03,304.0,6,09b8329bd8e8,0.1,3,0.8
7,0.07,0.03,502.0,7,09b8329bd8e8,0.1,3,0.8
8,0.07,0.03,633.0,8,09b8329bd8e8,0.1,3,0.8
9,0.07,0.03,883.0,9,09b8329bd8e8,0.1,3,0.8
10,0.07,0.03,1008.0,10,09b8329bd8e8,0.1,3,0.8
11,0.07,0.03,1075.0,11,09b8329bd8e8,0.1,3,0.8
12,0.07,0.03,1203.0,12,09b8329bd8e8,0.1,3,0.8
13,0.07,0.03,1314.0,13,09b8329bd8e8,0.1,3,0.8
0,0.07,0.03,1.0,0,3c498fdd0fc9,0.1,3,0.8
1,0.07,0.03,4.0,1,3c498fdd0fc9,0.1,3,0.8
2,0.07,0.03,9.0,2,3c498fdd0fc9,0.1,3,0.8
3,0.07,0.03,28.0,3,3c498fdd0fc9,0.1,3,0.8
4,0.07,0.03,84.0,4,3c498fdd0fc9,0.1,3,0.8
5,0.07,0.03,184.0,5,3c498fdd0fc9,0.1,3,0.8
6,0.07,0.03,370.0,6,3c498fdd0fc9,0.1,3,0.8
7,0.07,0.03,554.0,7,3c498fdd0fc9,0.1,3,0.8
8,0.07,0.03,700.0,8,3c498fdd0fc9,0.1,3,0.8
9,0.07,0.03,926.0,9,3c498fdd0fc9,0.1,3,0.8
10,0.07,0.03,1047.0,10,3c498fdd0fc9,0.1,3,0.8
11,0.07,0.03,1110.0,11,3c498fdd0fc9,0.1,3,0.8
12,0.07,0.03,1252.0,12,3c498fdd0fc9,0.1,3,0.8
13,0.07,0.03,1368.0,13,3c498fdd0fc9,0.1,3,0.8
0,0.07,0.03,1.0,0,cdf23ba9ca82,0.1,3,0.8
1,0.07,0.03,1.0,1,cdf23ba9ca82,0.1,3,0.8
2,0.07,0.03,2.0,2,cdf23ba9ca82,0.1,3,0.8
3,0.07,0.03,2.0,3,cdf23ba9ca82,0.1,3,0.8
4,0.07,0.03,2.0,4,cdf23ba9ca82,0.1,3,0.8
5,0.07,0.03,3.0,5,cdf23ba9ca82,0.1,3,0.8
6,0.07,0.03,3.0,6,cdf23ba9ca82,0.1,3,0.8
7,0.07,0.03,3.0,7,cdf23ba9ca82,0.1,3,0.8
8,0.07,0.03,4.0,8,cdf23ba9ca82,0.1,3,0.8
9,0.07,0.03,4.0,9,cdf23ba9ca82,0.1,3,0.8
10,0.07,0.03,4.0,10,cdf23ba9ca82,0.1,3,0.8
11,0.07,0.03,5.0,11,cdf23ba9ca82,0.1,3,0.8
12,0.07,0.03,5.0,12,cdf23ba9ca82,0.1,3,0.8
13,0.07,0.03,17.0,13,cdf23ba9ca82,0.1,3,0.8
0,0.07,0.03,1.0,0,5e0478e357bf,0.1,3,0.8
1,0.07,0.03,2.0,1,5e0478e357bf,0.1,3,0.8
2,0.07,0.03,2.0,2,5e0478e357bf,0.1,3,0.8
3,0.07,0.03,7.0,3,5e0478e357bf,0.1,3,0.8
4,0.07,0.03,23.0,4,5e0478e357bf,0.1,3,0.8
5,0.07,0.03,59.0,5,5e0478e357bf,0.1,3,0.8
6,0.07,0.03,169.0,6,5e0478e357bf,0.1,3,0.8
7,0.07,0.03,291.0,7,5e0478e357bf,0.1,3,0.8
8,0.07,0.03,430.0,8,5e0478e357bf,0.1,3,0.8
9,0.07,0.03,657.0,9,5e0478e357bf,0.1,3,0.8
10,0.07,0.03,805.0,10,5e0478e357bf,0.1,3,0.8
11,0.07,0.03,926.0,11,5e0478e357bf,0.1,3,0.8
12,0.07,0.03,1094.0,12,5e0478e357bf,0.1,3,0.8
13,0.07,0.03,1231.0,13,5e0478e357bf,0.1,3,0.8
0,0.07,0.03,1.0,0,cff48f47e179,0.1,3,0.8
1,0.07,0.03,1.0,1,cff48f47e179,0.1,3,0.8
2,0.07,0.03,1.0,2,cff48f47e179,0.1,3,0.8
3,0.07,0.03,3.0,3,cff48f47e179,0.1,3,0.8
4,0.07,0.03,3.0,4,cff48f47e179,0.1,3,0.8
5,0.07,0.03,4.0,5,cff48f47e179,0.1,3,0.8
6,0.07,0.03,23.0,6,cff48f47e179,0.1,3,0.8
7,0.07,0.03,53.0,7,cff48f47e179,0.1,3,0.8
8,0.07,0.03,93.0,8,cff48f47e179,0.1,3,0.8
9,0.07,0.03,207.0,9,cff48f47e179,0.1,3,0.8
10,0.07,0.03,438.0,10,cff48f47e179,0.1,3,0.8
11,0.07,0.03,638.0,11,cff48f47e179,0.1,3,0.8
12,0.07,0.03,806.0,12,cff48f47e179,0.1,3,0.8
13,0.07,0.03,1007.0,13,cff48f47e179,0.1,3,0.8
0,0.07,0.03,1.0,0,1acc01f346b3,0.1,3,0.8
1,0.07,0.03,3.0,1,1acc01f346b3,0.1,3,0.8
2,0.07,0.03,3.0,2,1acc01f346b3,0.1,3,0.8
3,0.07,0.03,9.0,3,1acc01f346b3,0.1,3,0.8
4,0.07,0.03,37.0,4,1acc01f346b3,0.1,3,0.8
5,0.07,0.03,68.0,5,1acc01f346b3,0.1,3,0.8
6,0.07,0.03,194.0,6,1acc01f346b3,0.1,3,0.8
7,0.07,0.03,366.0,7,1acc01f346b3,0.1,3,0.8
8,0.07,0.03,525.0,8,1acc01f346b3,0.1,3,0.8
9,0.07,0.03,740.0,9,1acc01f346b3,0.1,3,0.8
10,0.07,0.03,884.0,10,1acc01f346b3,0.1,3,0.8
11,0.07,0.03,975.0,11,1acc01f346b3,0.1,3,0.8
12,0.07,0.03,1133.0,12,1acc01f346b3,0.1,3,0.8
13,0.07,0.03,1253.0,13,1acc01f346b3,0.1,3,0.8
0,0.07,0.03,1.0,0,8cd110accd35,0.1,3,0.8
1,0.07,0.03,1.0,1,8cd110accd35,0.1,3,0.8
2,0.07,0.03,1.0,2,8cd110accd35,0.1,3,0.8
3,0.07,0.03,1.0,3,8cd110accd35,0.1,3,0.8
4,0.07,0.03,1.0,4,8cd110accd35,0.1,3,0.8
5,0.07,0.03,1.0,5,8cd110accd35,0.1,3,0.8
6,0.07,0.03,1.0,6,8cd110accd35,0.1,3,0.8
7,0.07,0.03,2.0,7,8cd110accd35,0.1,3,0.8
8,0.07,0.03,2.0,8,8cd110accd35,0.1,3,0.8
9,0.07,0.03,3.0,9,8cd110accd35,0.1,3,0.8
10,0.07,0.03,4.0,10,8cd110accd35,0.1,3,0.8
11,0.07,0.03,5.0,11,8cd110accd35,0.1,3,0.8
12,0.07,0.03,19.0,12,8cd110accd35,0.1,3,0.8
13,0.07,0.03,37.0,13,8cd110accd35,0.1,3,0.8
0,0.07,0.03,18.0,0,3dc6664cbe8b,0.1,3,0.8
1,0.07,0.03,44.0,1,3dc6664cbe8b,0.1,3,0.8
2,0.07,0.03,85.0,2,3dc6664cbe8b,0.1,3,0.8
3,0.07,0.03,266.0,3,3dc6664cbe8b,0.1,3,0.8
4,0.07,0.03,483.0,4,3dc6664cbe8b,0.1,3,0.8
5,0.07,0.03,694.0,5,3dc6664cbe8b,0.1,3,0.8
6,0.07,0.03,880.0,6,3dc6664cbe8b,0.1,3,0.8
7,0.07,0.03,970.0,7,3dc6664cbe8b,0.1,3,0.8
8,0.07,0.03,1024.0,8,3dc6664cbe8b,0.1,3,0.8
9,0.07,0.03,1161.0,9,3dc6664cbe8b,0.1,3,0.8
10,0.07,0.03,1230.0,10,3dc6664cbe8b,0.1,3,0.8
11,0.07,0.03,1252.0,11,3dc6664cbe8b,0.1,3,0.8
12,0.07,0.03,1343.0,12,3dc6664cbe8b,0.1,3,0.8
13,0.07,0.03,1420.0,13,3dc6664cbe8b,0.1,3,0.8
0,0.07,0.03,1.0,0,0319f714167d,0.1,3,0.8
1,0.07,0.03,2.0,1,0319f714167d,0.1,3,0.8
2,0.07,0.03,3.0,2,0319f714167d,0.1,3,0.8
3,0.07,0.03,9.0,3,0319f714167d,0.1,3,0.8
4,0.07,0.03,23.0,4,0319f714167d,0.1,3,0.8
5,0.07,0.03,50.0,5,0319f714167d,0.1,3,0.8
6,0.07,0.03,123.0,6,0319f714167d,0.1,3,0.8
7,0.07,0.03,260.0,7,0319f714167d,0.1,3,0.8
8,0.07,0.03,437.0,8,0319f714167d,0.1,3,0.8
9,0.07,0.03,680.0,9,0319f714167d,0.1,3,0.8
10,0.07,0.03,831.0,10,0319f714167d,0.1,3,0.8
11,0.07,0.03,938.0,11,0319f714167d,0.1,3,0.8
12,0.07,0.03,1101.0,12,0319f714167d,0.1,3,0.8
13,0.07,0.03,1235.0,13,0319f714167d,0.1,3,0.8
0,0.07,0.03,1.0,0,ae585b0ca509,0.1,3,0.8
1,0.07,0.03,1.0,1,ae585b0ca509,0.1,3,0.8
2,0.07,0.03,1.0,2,ae585b0ca509,0.1,3,0.8
3,0.07,0.03,1.0,3,ae585b0ca509,0.1,3,0.8
4,0.07,0.03,1.0,4,ae585b0ca509,0.1,3,0.8
5,0.07,0.03,1.0,5,ae585b0ca509,0.1,3,0.8
6,0.07,0.03,1.0,6,ae585b0ca509,0.1,3,0.8
7,0.07,0.03,1.0,7,ae585b0ca509,0.1,3,0.8
8,0.07,0.03,1.0,8,ae585b0ca509,0.1,3,0.8
9,0.07,0.03,1.0,9,ae585b0ca509,0.1,3,0.8
10,0.07,0.03,1.0,10,ae585b0ca509,0.1,3,0.8
11,0.07,0.03,1.0,11,ae585b0ca509,0.1,3,0.8
12,0.07,0.03,1.0,12,ae585b0ca509,0.1,3,0.8
13,0.07,0.03,1.0,13,ae585b0ca509,0.1,3,0.8
0,0.07,0.03,1.0,0,acfee9c442be,0.1,3,0.8
1,0.07,0.03,6.0,1,acfee9c442be,0.1,3,0.8
2,0.07,0.03,9.0,2,acfee9c442be,0.1,3,0.8
3,0.07,0.03,57.0,3,acfee9c442be,0.1,3,0.8
4,0.07,0.03,143.0,4,acfee9c442be,0.1,3,0.8
5,0.07,0.03,319.0,5,acfee9c442be,0.1,3,0.8
6,0.07,0.03,521.0,6,acfee9c442be,0.1,3,0.8
7,0.07,0.03,661.0,7,acfee9c442be,0.1,3,0.8
8,0.07,0.03,751.0,8,acfee9c442be,0.1,3,0.8
9,0.07,0.03,948.0,9,acfee9c442be,0.1,3,0.8
10,0.07,0.03,1062.0,10,acfee9c442be,0.1,3,0.8
11,0.07,0.03,1103.0,11,acfee9c442be,0.1,3,0.8
12,0.07,0.03,1231.0,12,acfee9c442be,0.1,3,0.8
13,0.07,0.03,1337.0,13,acfee9c442be,0.1,3,0.8
0,0.07,0.03,1.0,0,4201bb219617,0.1,3,0.8
1,0.07,0.03,2.0,1,4201bb219617,0.1,3,0.8
2,0.07,0.03,9.0,2,4201bb219617,0.1,3,0.8
3,0.07,0.03,23.0,3,4201bb219617,0.1,3,0.8
4,0.07,0.03,51.0,4,4201bb219617,0.1,3,0.8
5,0.07,0.03,159.0,5,4201bb219617,0.1,3,0.8
6,0.07,0.03,323.0,6,4201bb219617,0.1,3,0.8
7,0.07,0.03,485.0,7,4201bb219617,0.1,3,0.8
8,0.07,0.03,621.0,8,4201bb219617,0.1,3,0.8
9,0.07,0.03,832.0,9,4201bb219617,0.1,3,0.8
10,0.07,0.03,967.0,10,4201bb219617,0.1,3,0.8
11,0.07,0.03,1032.0,11,4201bb219617,0.1,3,0.8
12,0.07,0.03,1181.0,12,4201bb219617,0.1,3,0.8
13,0.07,0.03,1288.0,13,4201bb219617,0.1,3,0.8
0,0.07,0.03,1.0,0,9fc19ecb4bc1,0.1,3,0.8
1,0.07,0.03,1.0,1,9fc19ecb4bc1,0.1,3,0.8
2,0.07,0.03,1.0,2,9fc19ecb4bc1,0.1,3,0.8
3,0.07,0.03,3.0,3,9fc19ecb4bc1,0.1,3,0.8
4,0.07,0.03,6.0,4,9fc19ecb4bc1,0.1,3,0.8
5,0.07,0.03,27.0,5,9fc19ecb4bc1,0.1,3,0.8
6,0.07,0.03,72.0,6,9fc19ecb4bc1,0.1,3,0.8
7,0.07,0.03,171.0,7,9fc19ecb4bc1,0.1,3,0.8
8,0.07,0.03,279.0,8,9fc19ecb4bc1,0.1,3,0.8
9,0.07,0.03,516.0,9,9fc19ecb4bc1,0.1,3,0.8
10,0.07,0.03,714.0,10,9fc19ecb4bc1,0.1,3,0.8
11,0.07,0.03,843.0,11,9fc19ecb4bc1,0.1,3,0.8
12,0.07,0.03,1029.0,12,9fc19ecb4bc1,0.1,3,0.8
13,0.07,0.03,1183.0,13,9fc19ecb4bc1,0.1,3,0.8
0,0.07,0.03,14.0,0,c0db79b8255c,0.1,3,0.8
1,0.07,0.03,32.0,1,c0db79b8255c,0.1,3,0.8
2,0.07,0.03,80.0,2,c0db79b8255c,0.1,3,0.8
3,0.07,0.03,232.0,3,c0db79b8255c,0.1,3,0.8
4,0.07,0.03,440.0,4,c0db79b8255c,0.1,3,0.8
5,0.07,0.03,645.0,5,c0db79b8255c,0.1,3,0.8
6,0.07,0.03,838.0,6,c0db79b8255c,0.1,3,0.8
7,0.07,0.03,946.0,7,c0db79b8255c,0.1,3,0.8
8,0.07,0.03,989.0,8,c0db79b8255c,0.1,3,0.8
9,0.07,0.03,1124.0,9,c0db79b8255c,0.1,3,0.8
10,0.07,0.03,1195.0,10,c0db79b8255c,0.1,3,0.8
11,0.07,0.03,1227.0,11,c0db79b8255c,0.1,3,0.8
12,0.07,0.03,1321.0,12,c0db79b8255c,0.1,3,0.8
13,0.07,0.03,1404.0,13,c0db79b8255c,0.1,3,0.8
0,0.07,0.03,6.0,0,30857fa417ed,0.1,3,0.8
1,0.07,0.03,15.0,1,30857fa417ed,0.1,3,0.8
2,0.07,0.03,35.0,2,30857fa417ed,0.1,3,0.8
3,0.07,0.03,89.0,3,30857fa417ed,0.1,3,0.8
4,0.07,0.03,229.0,4,30857fa417ed,0.1,3,0.8
5,0.07,0.03,435.0,5,30857fa417ed,0.1,3,0.8
6,0.07,0.03,633.0,6,30857fa417ed,0.1,3,0.8
7,0.07,0.03,783.0,7,30857fa417ed,0.1,3,0.8
8,0.07,0.03,856.0,8,30857fa417ed,0.1,3,0.8
9,0.07,0.03,1029.0,9,30857fa417ed,0.1,3,0.8
10,0.07,0.03,1115.0,10,30857fa417ed,0.1,3,0.8
11,0.07,0.03,1159.0,11,30857fa417ed,0.1,3,0.8
12,0.07,0.03,1270.0,12,30857fa417ed,0.1,3,0.8
13,0.07,0.03,1365.0,13,30857fa417ed,0.1,3,0.8
0,0.07,0.03,2.0,0,907bdcbc11fe,0.1,3,0.8
1,0.07,0.03,8.0,1,907bdcbc11fe,0.1,3,0.8
2,0.07,0.03,17.0,2,907bdcbc11fe,0.1,3,0.8
3,0.07,0.03,55.0,3,907bdcbc11fe,0.1,3,0.8
4,0.07,0.03,144.0,4,907bdcbc11fe,0.1,3,0.8
5,0.07,0.03,334.0,5,907bdcbc11fe,0.1,3,0.8
6,0.07,0.03,533.0,6,907bdcbc11fe,0.1,3,0.8
7,0.07,0.03,689.0,7,907bdcbc11fe,0.1,3,0.8
8,0.07,0.03,779.0,8,907bdcbc11fe,0.1,3,0.8
9,0.07,0.03,965.0,9,907bdcbc11fe,0.1,3,0.8
10,0.07,0.03,1060.0,10,907bdcbc11fe,0.1,3,0.8
11,0.07,0.03,1106.0,11,907bdcbc11fe,0.1,3,0.8
12,0.07,0.03,1234.0,12,907bdcbc11fe,0.1,3,0.8
13,0.07,0.03,1335.0,13,907bdcbc11fe,0.1,3,0.8
0,0.07,0.03,1.0,0,5ff9c44401cc,0.1,3,0.8
1,0.07,0.03,1.0,1,5ff9c44401cc,0.1,3,0.8
2,0.07,0.03,1.0,2,5ff9c44401cc,0.1,3,0.8
3,0.07,0.03,1.0,3,5ff9c44401cc,0.1,3,0.8
4,0.07,0.03,1.0,4,5ff9c44401cc,0.1,3,0.8
5,0.07,0.03,1.0,5,5ff9c44401cc,0.1,3,0.8
6,0.07,0.03,1.0,6,5ff9c44401cc,0.1,3,0.8
7,0.07,0.03,1.0,7,5ff9c44401cc,0.1,3,0.8
8,0.07,0.03,1.0,8,5ff9c44401cc,0.1,3,0.8
9,0.07,0.03,1.0,9,5ff9c44401cc,0.1,3,0.8
10,0.07,0.03,1.0,10,5ff9c44401cc,0.1,3,0.8
11,0.07,0.03,1.0,11,5ff9c44401cc,0.1,3,0.8
12,0.07,0.03,1.0,12,5ff9c44401cc,0.1,3,0.8
13,0.07,0.03,1.0,13,5ff9c44401cc,0.1,3,0.8
0,0.07,0.03,1.0,0,8833ec27c2d4,0.1,3,0.8
1,0.07,0.03,1.0,1,8833ec27c2d4,0.1,3,0.8
2,0.07,0.03,2.0,2,8833ec27c2d4,0.1,3,0.8
3,0.07,0.03,9.0,3,8833ec27c2d4,0.1,3,0.8
4,0.07,0.03,19.0,4,8833ec27c2d4,0.1,3,0.8
5,0.07,0.03,49.0,5,8833ec27c2d4,0.1,3,0.8
6,0.07,0.03,121.0,6,8833ec27c2d4,0.1,3,0.8
7,0.07,0.03,253.0,7,8833ec27c2d4,0.1,3,0.8
8,0.07,0.03,432.0,8,8833ec27c2d4,0.1,3,0.8
9,0.07,0.03,654.0,9,8833ec27c2d4,0.1,3,0.8
10,0.07,0.03,814.0,10,8833ec27c2d4,0.1,3,0.8
11,0.07,0.03,928.0,11,8833ec27c2d4,0.1,3,0.8
12,0.07,0.03,1092.0,12,8833ec27c2d4,0.1,3,0.8
13,0.07,0.03,1221.0,13,8833ec27c2d4,0.1,3,0.8
0,0.07,0.03,4.0,0,1863b0b035e5,0.1,3,0.8
1,0.07,0.03,9.0,1,1863b0b035e5,0.1,3,0.8
2,0.07,0.03,33.0,2,1863b0b035e5,0.1,3,0.8
3,0.07,0.03,107.0,3,1863b0b035e5,0.1,3,0.8
4,0.07,0.03,257.0,4,1863b0b035e5,0.1,3,0.8
5,0.07,0.03,458.0,5,1863b0b035e5,0.1,3,0.8
6,0.07,0.03,658.0,6,1863b0b035e5,0.1,3,0.8
7,0.07,0.03,790.0,7,1863b0b035e5,0.1,3,0.8
8,0.07,0.03,879.0,8,1863b0b035e5,0.1,3,0.8
9,0.07,0.03,1047.0,9,1863b0b035e5,0.1,3,0.8
10,0.07,0.03,1135.0,10,1863b0b035e5,0.1,3,0.8
11,0.07,0.03,1166.0,11,1863b0b035e5,0.1,3,0.8
12,0.07,0.03,1280.0,12,1863b0b035e5,0.1,3,0.8
13,0.07,0.03,1377.0,13,1863b0b035e5,0.1,3,0.8
0,0.07,0.03,1.0,0,45614290270f,0.1,3,0.8
1,0.07,0.03,1.0,1,45614290270f,0.1,3,0.8
2,0.07,0.03,1.0,2,45614290270f,0.1,3,0.8
3,0.07,0.03,1.0,3,45614290270f,0.1,3,0.8
4,0.07,0.03,1.0,4,45614290270f,0.1,3,0.8
5,0.07,0.03,1.0,5,45614290270f,0.1,3,0.8
6,0.07,0.03,1.0,6,45614290270f,0.1,3,0.8
7,0.07,0.03,1.0,7,45614290270f,0.1,3,0.8
8,0.07,0.03,1.0,8,45614290270f,0.1,3,0.8
9,0.07,0.03,1.0,9,45614290270f,0.1,3,0.8
10,0.07,0.03,1.0,10,45614290270f,0.1,3,0.8
11,0.07,0.03,1.0,11,45614290270f,0.1,3,0.8
12,0.07,0.03,1.0,12,45614290270f,0.1,3,0.8
13,0.07,0.03,1.0,13,45614290270f,0.1,3,0.8
0,0.07,0.03,1.0,0,ae43b81d5073,0.1,3,0.8
1,0.07,0.03,1.0,1,ae43b81d5073,0.1,3,0.8
2,0.07,0.03,2.0,2,ae43b81d5073,0.1,3,0.8
3,0.07,0.03,2.0,3,ae43b81d5073,0.1,3,0.8
4,0.07,0.03,6.0,4,ae43b81d5073,0.1,3,0.8
5,0.07,0.03,10.0,5,ae43b81d5073,0.1,3,0.8
6,0.07,0.03,21.0,6,ae43b81d5073,0.1,3,0.8
7,0.07,0.03,39.0,7,ae43b81d5073,0.1,3,0.8
8,0.07,0.03,69.0,8,ae43b81d5073,0.1,3,0.8
9,0.07,0.03,193.0,9,ae43b81d5073,0.1,3,0.8
10,0.07,0.03,383.0,10,ae43b81d5073,0.1,3,0.8
11,0.07,0.03,591.0,11,ae43b81d5073,0.1,3,0.8
12,0.07,0.03,824.0,12,ae43b81d5073,0.1,3,0.8
13,0.07,0.03,1011.0,13,ae43b81d5073,0.1,3,0.8
0,0.07,0.03,1.0,0,27dce682e1ad,0.1,3,0.8
1,0.07,0.03,1.0,1,27dce682e1ad,0.1,3,0.8
2,0.07,0.03,1.0,2,27dce682e1ad,0.1,3,0.8
3,0.07,0.03,1.0,3,27dce682e1ad,0.1,3,0.8
4,0.07,0.03,1.0,4,27dce682e1ad,0.1,3,0.8
5,0.07,0.03,1.0,5,27dce682e1ad,0.1,3,0.8
6,0.07,0.03,1.0,6,27dce682e1ad,0.1,3,0.8
7,0.07,0.03,2.0,7,27dce682e1ad,0.1,3,0.8
8,0.07,0.03,2.0,8,27dce682e1ad,0.1,3,0.8
9,0.07,0.03,2.0,9,27dce682e1ad,0.1,3,0.8
10,0.07,0.03,2.0,10,27dce682e1ad,0.1,3,0.8
11,0.07,0.03,3.0,11,27dce682e1ad,0.1,3,0.8
12,0.07,0.03,3.0,12,27dce682e1ad,0.1,3,0.8
13,0.07,0.03,3.0,13,27dce682e1ad,0.1,3,0.8
0,0.07,0.03,1.0,0,cccd34d95dc5,0.1,3,0.8
1,0.07,0.03,2.0,1,cccd34d95dc5,0.1,3,0.8
