Unnamed: 0,b_w,b_b,monthly_cuml,months,seed,alpha,shift,D
4,0.07,0.03,356.0,4,1ff1f0a2e164,0.1,3,0.8
5,0.07,0.03,557.0,5,1ff1f0a2e164,0.1,3,0.8
6,0.07,0.03,778.0,6,1ff1f0a2e164,0.1,3,0.8
7,0.07,0.03,897.0,7,1ff1f0a2e164,0.1,3,0.8
8,0.07,0.03,953.0,8,1ff1f0a2e164,0.1,3,0.8
9,0.07,0.03,1103.0,9,1ff1f0a2e164,0.1,3,0.8
10,0.07,0.03,1179.0,10,1ff1f0a2e164,0.1,3,0.8
11,0.07,0.03,1226.0,11,1ff1f0a2e164,0.1,3,0.8
12,0.07,0.03,1328.0,12,1ff1f0a2e164,0.1,3,0.8
13,0.07,0.03,1425.0,13,1ff1f0a2e164,0.1,3,0.8
0,0.07,0.03,2.0,0,e3e18f8d188c,0.1,3,0.8
1,0.07,0.03,5.0,1,e3e18f8d188c,0.1,3,0.8
2,0.07,0.03,13.0,2,e3e18f8d188c,0.1,3,0.8
3,0.07,0.03,46.0,3,e3e18f8d188c,0.1,3,0.8
4,0.07,0.03,144.0,4,e3e18f8d188c,0.1,3,0.8
5,0.07,0.03,319.0,5,e3e18f8d188c,0.1,3,0.8
6,0.07,0.03,510.0,6,e3e18f8d188c,0.1,3,0.8
7,0.07,0.03,663.0,7,e3e18f8d188c,0.1,3,0.8
8,0.07,0.03,766.0,8,e3e18f8d188c,0.1,3,0.8
9,0.07,0.03,975.0,9,e3e18f8d188c,0.1,3,0.8
10,0.07,0.03,1077.0,10,e3e18f8d188c,0.1,3,0.8
11,0.07,0.03,1128.0,11,e3e18f8d188c,0.1,3,0.8
12,0.07,0.03,1247.0,12,e3e18f8d188c,0.1,3,0.8
13,0.07,0.03,1350.0,13,e3e18f8d188c,0.1,3,0.8
0,0.07,0.03,1.0,0,32502c3ae072,0.1,3,0.8
1,0.07,0.03,1.0,1,32502c3ae072,0.1,3,0.8
2,0.07,0.03,1.0,2,32502c3ae072,0.1,3,0.8
3,0.07,0.03,1.0,3,32502c3ae072,0.1,3,0.8
4,0.07,0.03,4.0,4,32502c3ae072,0.1,3,0.8
5,0.07,0.03,4.0,5,32502c3ae072,0.1,3,0.8
6,0.07,0.03,17.0,6,32502c3ae072,0.1,3,0.8
7,0.07,0.03,35.0,7,32502c3ae072,0.1,3,0.8
8,0.07,0.03,74.0,8,32502c3ae072,0.1,3,0.8
9,0.07,0.03,224.0,9,32502c3ae072,0.1,3,0.8
10,0.07,0.03,384.0,10,32502c3ae072,0.1,3,0.8
11,0.07,0.03,556.0,11,32502c3ae072,0.1,3,0.8
12,0.07,0.03,725.0,12,32502c3ae072,0.1,3,0.8
13,0.07,0.03,950.0,13,32502c3ae072,0.1,3,0.8
0,0.07,0.03,1.0,0,80408427bf40,0.1,3,0.8
1,0.07,0.03,5.0,1,80408427bf40,0.1,3,0.8
2,0.07,0.03,7.0,2,80408427bf40,0.1,3,0.8
3,0.07,0.03,23.0,3,80408427bf40,0.1,3,0.8
4,0.07,0.03,66.0,4,80408427bf40,0.1,3,0.8
5,0.07,0.03,176.0,5,80408427bf40,0.1,3,0.8
6,0.07,0.03,350.0,6,80408427bf40,0.1,3,0.8
7,0.07,0.03,512.0,7,80408427bf40,0.1,3,0.8
8,0.07,0.03,628.0,8,80408427bf40,0.1,3,0.8
9,0.07,0.03,838.0,9,80408427bf40,0.1,3,0.8
10,0.07,0.03,974.0,10,80408427bf40,0.1,3,0.8
11,0.07,0.03,1038.0,11,80408427bf40,0.1,3,0.8
12,0.07,0.03,1184.0,12,80408427bf40,0.1,3,0.8
13,0.07,0.03,1300.0,13,80408427bf40,0.1,3,0.8
0,0.07,0.03,1.0,0,a3f3ce1a4226,0.1,3,0.8
1,0.07,0.03,2.0,1,a3f3ce1a4226,0.1,3,0.8
2,0.07,0.03,2.0,2,a3f3ce1a4226,0.1,3,0.8
3,0.07,0.03,4.0,3,a3f3ce1a4226,0.1,3,0.8
4,0.07,0.03,6.0,4,a3f3ce1a4226,0.1,3,0.8
5,0.07,0.03,27.0,5,a3f3ce1a4226,0.1,3,0.8
6,0.07,0.03,84.0,6,a3f3ce1a4226,0.1,3,0.8
7,0.07,0.03,157.0,7,a3f3ce1a4226,0.1,3,0.8
8,0.07,0.03,290.0,8,a3f3ce1a4226,0.1,3,0.8
9,0.07,0.03,501.0,9,a3f3ce1a4226,0.1,3,0.8
10,0.07,0.03,671.0,10,a3f3ce1a4226,0.1,3,0.8
11,0.07,0.03,805.0,11,a3f3ce1a4226,0.1,3,0.8
12,0.07,0.03,984.0,12,a3f3ce1a4226,0.1,3,0.8
13,0.07,0.03,1158.0,13,a3f3ce1a4226,0.1,3,0.8
0,0.07,0.03,1.0,0,b4452667d2e1,0.1,3,0.8
1,0.07,0.03,1.0,1,b4452667d2e1,0.1,3,0.8
2,0.07,0.03,1.0,2,b4452667d2e1,0.1,3,0.8
3,0.07,0.03,1.0,3,b4452667d2e1,0.1,3,0.8
4,0.07,0.03,3.0,4,b4452667d2e1,0.1,3,0.8
5,0.07,0.03,6.0,5,b4452667d2e1,0.1,3,0.8
6,0.07,0.03,26.0,6,b4452667d2e1,0.1,3,0.8
7,0.07,0.03,43.0,7,b4452667d2e1,0.1,3,0.8
8,0.07,0.03,104.0,8,b4452667d2e1,0.1,3,0.8
9,0.07,0.03,268.0,9,b4452667d2e1,0.1,3,0.8
10,0.07,0.03,477.0,10,b4452667d2e1,0.1,3,0.8
11,0.07,0.03,665.0,11,b4452667d2e1,0.1,3,0.8
12,0.07,0.03,870.0,12,b4452667d2e1,0.1,3,0.8
13,0.07,0.03,1072.0,13,b4452667d2e1,0.1,3,0.8
0,0.07,0.03,1.0,0,f200bd2822a0,0.1,3,0.8
1,0.07,0.03,2.0,1,f200bd2822a0,0.1,3,0.8
2,0.07,0.03,2.0,2,f200bd2822a0,0.1,3,0.8
3,0.07,0.03,2.0,3,f200bd2822a0,0.1,3,0.8
4,0.07,0.03,2.0,4,f200bd2822a0,0.1,3,0.8
5,0.07,0.03,2.0,5,f200bd2822a0,0.1,3,0.8
6,0.07,0.03,2.0,6,f200bd2822a0,0.1,3,0.8
7,0.07,0.03,2.0,7,f200bd2822a0,0.1,3,0.8
8,0.07,0.03,2.0,8,f200bd2822a0,0.1,3,0.8
9,0.07,0.03,2.0,9,f200bd2822a0,0.1,3,0.8
10,0.07,0.03,4.0,10,f200bd2822a0,0.1,3,0.8
11,0.07,0.03,4.0,11,f200bd2822a0,0.1,3,0.8
12,0.07,0.03,8.0,12,f200bd2822a0,0.1,3,0.8
13,0.07,0.03,14.0,13,f200bd2822a0,0.1,3,0.8
0,0.07,0.03,1.0,0,85432a9890aa,0.1,3,0.8
1,0.07,0.03,6.0,1,85432a9890aa,0.1,3,0.8
2,0.07,0.03,13.0,2,85432a9890aa,0.1,3,0.8
3,0.07,0.03,42.0,3,85432a9890aa,0.1,3,0.8
4,0.07,0.03,103.0,4,85432a9890aa,0.1,3,0.8
5,0.07,0.03,225.0,5,85432a9890aa,0.1,3,0.8
6,0.07,0.03,418.0,6,85432a9890aa,0.1,3,0.8
7,0.07,0.03,561.0,7,85432a9890aa,0.1,3,0.8
8,0.07,0.03,673.0,8,85432a9890aa,0.1,3,0.8
9,0.07,0.03,869.0,9,85432a9890aa,0.1,3,0.8
10,0.07,0.03,989.0,10,85432a9890aa,0.1,3,0.8
11,0.07,0.03,1054.0,11,85432a9890aa,0.1,3,0.8
12,0.07,0.03,1195.0,12,85432a9890aa,0.1,3,0.8
13,0.07,0.03,1305.0,13,85432a9890aa,0.1,3,0.8
0,0.07,0.03,1.0,0,282b18d20c18,0.1,3,0.8
1,0.07,0.03,1.0,1,282b18d20c18,0.1,3,0.8
2,0.07,0.03,1.0,2,282b18d20c18,0.1,3,0.8
3,0.07,0.03,1.0,3,282b18d20c18,0.1,3,0.8
4,0.07,0.03,1.0,4,282b18d20c18,0.1,3,0.8
5,0.07,0.03,1.0,5,282b18d20c18,0.1,3,0.8
6,0.07,0.03,1.0,6,282b18d20c18,0.1,3,0.8
7,0.07,0.03,1.0,7,282b18d20c18,0.1,3,0.8
8,0.07,0.03,1.0,8,282b18d20c18,0.1,3,0.8
9,0.07,0.03,1.0,9,282b18d20c18,0.1,3,0.8
10,0.07,0.03,1.0,10,282b18d20c18,0.1,3,0.8
11,0.07,0.03,1.0,11,282b18d20c18,0.1,3,0.8
12,0.07,0.03,1.0,12,282b18d20c18,0.1,3,0.8
13,0.07,0.03,1.0,13,282b18d20c18,0.1,3,0.8
0,0.07,0.03,1.0,0,efddc0f5b3b7,0.1,3,0.8
1,0.07,0.03,3.0,1,efddc0f5b3b7,0.1,3,0.8
2,0.07,0.03,6.0,2,efddc0f5b3b7,0.1,3,0.8
3,0.07,0.03,20.0,3,efddc0f5b3b7,0.1,3,0.8
4,0.07,0.03,78.0,4,efddc0f5b3b7,0.1,3,0.8
5,0.07,0.03,182.0,5,efddc0f5b3b7,0.1,3,0.8
6,0.07,0.03,364.0,6,efddc0f5b3b7,0.1,3,0.8
7,0.07,0.03,543.0,7,efddc0f5b3b7,0.1,3,0.8
8,0.07,0.03,669.0,8,efddc0f5b3b7,0.1,3,0.8
9,0.07,0.03,885.0,9,efddc0f5b3b7,0.1,3,0.8
10,0.07,0.03,1015.0,10,efddc0f5b3b7,0.1,3,0.8
11,0.07,0.03,1077.0,11,efddc0f5b3b7,0.1,3,0.8
12,0.07,0.03,1214.0,12,efddc0f5b3b7,0.1,3,0.8
13,0.07,0.03,1313.0,13,efddc0f5b3b7,0.1,3,0.8
0,0.07,0.03,1.0,0,41cf091084d6,0.1,3,0.8
1,0.07,0.03,11.0,1,41cf091084d6,0.1,3,0.8
2,0.07,0.03,27.0,2,41cf091084d6,0.1,3,0.8
3,0.07,0.03,104.0,3,41cf091084d6,0.1,3,0.8
4,0.07,0.03,257.0,4,41cf091084d6,0.1,3,0.8
5,0.07,0.03,482.0,5,41cf091084d6,0.1,3,0.8
6,0.07,0.03,692.0,6,41cf091084d6,0.1,3,0.8
7,0.07,0.03,837.0,7,41cf091084d6,0.1,3,0.8
8,0.07,0.03,911.0,8,41cf091084d6,0.1,3,0.8
9,0.07,0.03,1075.0,9,41cf091084d6,0.1,3,0.8
10,0.07,0.03,1156.0,10,41cf091084d6,0.1,3,0.8
11,0.07,0.03,1194.0,11,41cf091084d6,0.1,3,0.8
12,0.07,0.03,1302.0,12,41cf091084d6,0.1,3,0.8
13,0.07,0.03,1392.0,13,41cf091084d6,0.1,3,0.8
0,0.07,0.03,1.0,0,824bd8704dd8,0.1,3,0.8
1,0.07,0.03,1.0,1,824bd8704dd8,0.1,3,0.8
2,0.07,0.03,1.0,2,824bd8704dd8,0.1,3,0.8
3,0.07,0.03,1.0,3,824bd8704dd8,0.1,3,0.8
4,0.07,0.03,1.0,4,824bd8704dd8,0.1,3,0.8
5,0.07,0.03,1.0,5,824bd8704dd8,0.1,3,0.8
6,0.07,0.03,1.0,6,824bd8704dd8,0.1,3,0.8
7,0.07,0.03,1.0,7,824bd8704dd8,0.1,3,0.8
8,0.07,0.03,1.0,8,824bd8704dd8,0.1,3,0.8
9,0.07,0.03,1.0,9,824bd8704dd8,0.1,3,0.8
10,0.07,0.03,1.0,10,824bd8704dd8,0.1,3,0.8
11,0.07,0.03,1.0,11,824bd8704dd8,0.1,3,0.8
12,0.07,0.03,1.0,12,824bd8704dd8,0.1,3,0.8
13,0.07,0.03,1.0,13,824bd8704dd8,0.1,3,0.8
0,0.07,0.03,2.0,0,f231cb2af995,0.1,3,0.8
1,0.07,0.03,4.0,1,f231cb2af995,0.1,3,0.8
2,0.07,0.03,5.0,2,f231cb2af995,0.1,3,0.8
3,0.07,0.03,24.0,3,f231cb2af995,0.1,3,0.8
4,0.07,0.03,77.0,4,f231cb2af995,0.1,3,0.8
5,0.07,0.03,176.0,5,f231cb2af995,0.1,3,0.8
6,0.07,0.03,353.0,6,f231cb2af995,0.1,3,0.8
7,0.07,0.03,523.0,7,f231cb2af995,0.1,3,0.8
8,0.07,0.03,640.0,8,f231cb2af995,0.1,3,0.8
9,0.07,0.03,856.0,9,f231cb2af995,0.1,3,0.8
10,0.07,0.03,977.0,10,f231cb2af995,0.1,3,0.8
11,0.07,0.03,1040.0,11,f231cb2af995,0.1,3,0.8
12,0.07,0.03,1169.0,12,f231cb2af995,0.1,3,0.8
13,0.07,0.03,1286.0,13,f231cb2af995,0.1,3,0.8
0,0.07,0.03,14.0,0,af7707c5ea70,0.1,3,0.8
1,0.07,0.03,36.0,1,af7707c5ea70,0.1,3,0.8
2,0.07,0.03,76.0,2,af7707c5ea70,0.1,3,0.8
3,0.07,0.03,252.0,3,af7707c5ea70,0.1,3,0.8
4,0.07,0.03,461.0,4,af7707c5ea70,0.1,3,0.8
5,0.07,0.03,680.0,5,af7707c5ea70,0.1,3,0.8
6,0.07,0.03,861.0,6,af7707c5ea70,0.1,3,0.8
7,0.07,0.03,968.0,7,af7707c5ea70,0.1,3,0.8
8,0.07,0.03,1021.0,8,af7707c5ea70,0.1,3,0.8
9,0.07,0.03,1158.0,9,af7707c5ea70,0.1,3,0.8
10,0.07,0.03,1224.0,10,af7707c5ea70,0.1,3,0.8
11,0.07,0.03,1246.0,11,af7707c5ea70,0.1,3,0.8
12,0.07,0.03,1337.0,12,af7707c5ea70,0.1,3,0.8
13,0.07,0.03,1417.0,13,af7707c5ea70,0.1,3,0.8
0,0.07,0.03,1.0,0,cf115dcd0d1b,0.1,3,0.8
1,0.07,0.03,1.0,1,cf115dcd0d1b,0.1,3,0.8
2,0.07,0.03,1.0,2,cf115dcd0d1b,0.1,3,0.8
3,0.07,0.03,1.0,3,cf115dcd0d1b,0.1,3,0.8
4,0.07,0.03,1.0,4,cf115dcd0d1b,0.1,3,0.8
5,0.07,0.03,1.0,5,cf115dcd0d1b,0.1,3,0.8
6,0.07,0.03,1.0,6,cf115dcd0d1b,0.1,3,0.8
7,0.07,0.03,2.0,7,cf115dcd0d1b,0.1,3,0.8
8,0.07,0.03,2.0,8,cf115dcd0d1b,0.1,3,0.8
9,0.07,0.03,2.0,9,cf115dcd0d1b,0.1,3,0.8
10,0.07,0.03,3.0,10,cf115dcd0d1b,0.1,3,0.8
11,0.07,0.03,3.0,11,cf115dcd0d1b,0.1,3,0.8
12,0.07,0.03,3.0,12,cf115dcd0d1b,0.1,3,0.8
13,0.07,0.03,3.0,13,cf115dcd0d1b,0.1,3,0.8
0,0.07,0.03,1.0,0,06dd1d6744a8,0.1,3,0.8
1,0.07,0.03,1.0,1,06dd1d6744a8,0.1,3,0.8
2,0.07,0.03,1.0,2,06dd1d6744a8,0.1,3,0.8
3,0.07,0.03,1.0,3,06dd1d6744a8,0.1,3,0.8
4,0.07,0.03,2.0,4,06dd1d6744a8,0.1,3,0.8
5,0.07,0.03,2.0,5,06dd1d6744a8,0.1,3,0.8
6,0.07,0.03,5.0,6,06dd1d6744a8,0.1,3,0.8
7,0.07,0.03,24.0,7,06dd1d6744a8,0.1,3,0.8
8,0.07,0.03,46.0,8,06dd1d6744a8,0.1,3,0.8
9,0.07,0.03,100.0,9,06dd1d6744a8,0.1,3,0.8
10,0.07,0.03,272.0,10,06dd1d6744a8,0.1,3,0.8
11,0.07,0.03,485.0,11,06dd1d6744a8,0.1,3,0.8
12,0.07,0.03,674.0,12,06dd1d6744a8,0.1,3,0.8
13,0.07,0.03,874.0,13,06dd1d6744a8,0.1,3,0.8
0,0.07,0.03,5.0,0,c615430ef56c,0.1,3,0.8
1,0.07,0.03,7.0,1,c615430ef56c,0.1,3,0.8
2,0.07,0.03,24.0,2,c615430ef56c,0.1,3,0.8
3,0.07,0.03,73.0,3,c615430ef56c,0.1,3,0.8
4,0.07,0.03,198.0,4,c615430ef56c,0.1,3,0.8
5,0.07,0.03,398.0,5,c615430ef56c,0.1,3,0.8
6,0.07,0.03,608.0,6,c615430ef56c,0.1,3,0.8
7,0.07,0.03,766.0,7,c615430ef56c,0.1,3,0.8
8,0.07,0.03,863.0,8,c615430ef56c,0.1,3,0.8
9,0.07,0.03,1034.0,9,c615430ef56c,0.1,3,0.8
10,0.07,0.03,1123.0,10,c615430ef56c,0.1,3,0.8
11,0.07,0.03,1156.0,11,c615430ef56c,0.1,3,0.8
12,0.07,0.03,1277.0,12,c615430ef56c,0.1,3,0.8
13,0.07,0.03,1374.0,13,c615430ef56c,0.1,3,0.8
0,0.07,0.03,1.0,0,fa5b4360fb10,0.1,3,0.8
1,0.07,0.03,6.0,1,fa5b4360fb10,0.1,3,0.8
2,0.07,0.03,7.0,2,fa5b4360fb10,0.1,3,0.8
3,0.07,0.03,15.0,3,fa5b4360fb10,0.1,3,0.8
4,0.07,0.03,54.0,4,fa5b4360fb10,0.1,3,0.8
5,0.07,0.03,122.0,5,fa5b4360fb10,0.1,3,0.8
6,0.07,0.03,260.0,6,fa5b4360fb10,0.1,3,0.8
7,0.07,0.03,445.0,7,fa5b4360fb10,0.1,3,0.8
8,0.07,0.03,600.0,8,fa5b4360fb10,0.1,3,0.8
9,0.07,0.03,854.0,9,fa5b4360fb10,0.1,3,0.8
10,0.07,0.03,985.0,10,fa5b4360fb10,0.1,3,0.8
11,0.07,0.03,1052.0,11,fa5b4360fb10,0.1,3,0.8
12,0.07,0.03,1184.0,12,fa5b4360fb10,0.1,3,0.8
13,0.07,0.03,1297.0,13,fa5b4360fb10,0.1,3,0.8
0,0.07,0.03,1.0,0,42745eee8ac1,0.1,3,0.8
1,0.07,0.03,1.0,1,42745eee8ac1,0.1,3,0.8
2,0.07,0.03,1.0,2,42745eee8ac1,0.1,3,0.8
3,0.07,0.03,1.0,3,42745eee8ac1,0.1,3,0.8
4,0.07,0.03,2.0,4,42745eee8ac1,0.1,3,0.8
5,0.07,0.03,2.0,5,42745eee8ac1,0.1,3,0.8
6,0.07,0.03,5.0,6,42745eee8ac1,0.1,3,0.8
7,0.07,0.03,16.0,7,42745eee8ac1,0.1,3,0.8
8,0.07,0.03,39.0,8,42745eee8ac1,0.1,3,0.8
9,0.07,0.03,73.0,9,42745eee8ac1,0.1,3,0.8
10,0.07,0.03,154.0,10,42745eee8ac1,0.1,3,0.8
11,0.07,0.03,285.0,11,42745eee8ac1,0.1,3,0.8
12,0.07,0.03,457.0,12,42745eee8ac1,0.1,3,0.8
13,0.07,0.03,667.0,13,42745eee8ac1,0.1,3,0.8
0,0.07,0.03,2.0,0,ee17c7fd2851,0.1,3,0.8
1,0.07,0.03,16.0,1,ee17c7fd2851,0.1,3,0.8
2,0.07,0.03,30.0,2,ee17c7fd2851,0.1,3,0.8
3,0.07,0.03,91.0,3,ee17c7fd2851,0.1,3,0.8
4,0.07,0.03,224.0,4,ee17c7fd2851,0.1,3,0.8
5,0.07,0.03,450.0,5,ee17c7fd2851,0.1,3,0.8
6,0.07,0.03,654.0,6,ee17c7fd2851,0.1,3,0.8
7,0.07,0.03,783.0,7,ee17c7fd2851,0.1,3,0.8
8,0.07,0.03,867.0,8,ee17c7fd2851,0.1,3,0.8
9,0.07,0.03,1041.0,9,ee17c7fd2851,0.1,3,0.8
10,0.07,0.03,1113.0,10,ee17c7fd2851,0.1,3,0.8
11,0.07,0.03,1160.0,11,ee17c7fd2851,0.1,3,0.8
12,0.07,0.03,1268.0,12,ee17c7fd2851,0.1,3,0.8
13,0.07,0.03,1363.0,13,ee17c7fd2851,0.1,3,0.8
0,0.07,0.03,1.0,0,07c903ce6338,0.1,3,0.8
1,0.07,0.03,2.0,1,07c903ce6338,0.1,3,0.8
2,0.07,0.03,3.0,2,07c903ce6338,0.1,3,0.8
3,0.07,0.03,13.0,3,07c903ce6338,0.1,3,0.8
4,0.07,0.03,34.0,4,07c903ce6338,0.1,3,0.8
5,0.07,0.03,92.0,5,07c903ce6338,0.1,3,0.8
6,0.07,0.03,212.0,6,07c903ce6338,0.1,3,0.8
7,0.07,0.03,368.0,7,07c903ce6338,0.1,3,0.8
8,0.07,0.03,520.0,8,07c903ce6338,0.1,3,0.8
9,0.07,0.03,750.0,9,07c903ce6338,0.1,3,0.8
10,0.07,0.03,902.0,10,07c903ce6338,0.1,3,0.8
11,0.07,0.03,993.0,11,07c903ce6338,0.1,3,0.8
12,0.07,0.03,1147.0,12,07c903ce6338,0.1,3,0.8
13,0.07,0.03,1261.0,13,07c903ce6338,0.1,3,0.8
0,0.07,0.03,1.0,0,65a3e16223b5,0.1,3,0.8
1,0.07,0.03,1.0,1,65a3e16223b5,0.1,3,0.8
2,0.07,0.03,1.0,2,65a3e16223b5,0.1,3,0.8
3,0.07,0.03,1.0,3,65a3e16223b5,0.1,3,0.8
4,0.07,0.03,1.0,4,65a3e16223b5,0.1,3,0.8
5,0.07,0.03,1.0,5,65a3e16223b5,0.1,3,0.8
6,0.07,0.03,1.0,6,65a3e16223b5,0.1,3,0.8
7,0.07,0.03,1.0,7,65a3e16223b5,0.1,3,0.8
8,0.07,0.03,1.0,8,65a3e16223b5,0.1,3,0.8
9,0.07,0.03,1.0,9,65a3e16223b5,0.1,3,0.8
10,0.07,0.03,1.0,10,65a3e16223b5,0.1,3,0.8
11,0.07,0.03,1.0,11,65a3e16223b5,0.1,3,0.8
12,0.07,0.03,1.0,12,65a3e16223b5,0.1,3,0.8
13,0.07,0.03,1.0,13,65a3e16223b5,0.1,3,0.8
0,0.07,0.03,1.0,0,8e026249d6e1,0.1,3,0.8
1,0.07,0.03,2.0,1,8e026249d6e1,0.1,3,0.8
2,0.07,0.03,2.0,2,8e026249d6e1,0.1,3,0.8
3,0.07,0.03,2.0,3,8e026249d6e1,0.1,3,0.8
4,0.07,0.03,9.0,4,8e026249d6e1,0.1,3,0.8
5,0.07,0.03,24.0,5,8e026249d6e1,0.1,3,0.8
6,0.07,0.03,64.0,6,8e026249d6e1,0.1,3,0.8
7,0.07,0.03,105.0,7,8e026249d6e1,0.1,3,0.8
8,0.07,0.03,189.0,8,8e026249d6e1,0.1,3,0.8
9,0.07,0.03,400.0,9,8e026249d6e1,0.1,3,0.8
10,0.07,0.03,627.0,10,8e026249d6e1,0.1,3,0.8
11,0.07,0.03,779.0,11,8e026249d6e1,0.1,3,0.8
12,0.07,0.03,966.0,12,8e026249d6e1,0.1,3,0.8
13,0.07,0.03,1135.0,13,8e026249d6e1,0.1,3,0.8
0,0.07,0.03,5.0,0,0d9a5484f79e,0.1,3,0.8
1,0.07,0.03,26.0,1,0d9a5484f79e,0.1,3,0.8
2,0.07,0.03,81.0,2,0d9a5484f79e,0.1,3,0.8
3,0.07,0.03,254.0,3,0d9a5484f79e,0.1,3,0.8
4,0.07,0.03,482.0,4,0d9a5484f79e,0.1,3,0.8
5,0.07,0.03,732.0,5,0d9a5484f79e,0.1,3,0.8
6,0.07,0.03,913.0,6,0d9a5484f79e,0.1,3,0.8
7,0.07,0.03,1007.0,7,0d9a5484f79e,0.1,3,0.8
8,0.07,0.03,1059.0,8,0d9a5484f79e,0.1,3,0.8
9,0.07,0.03,1201.0,9,0d9a5484f79e,0.1,3,0.8
10,0.07,0.03,1273.0,10,0d9a5484f79e,0.1,3,0.8
11,0.07,0.03,1300.0,11,0d9a5484f79e,0.1,3,0.8
12,0.07,0.03,1393.0,12,0d9a5484f79e,0.1,3,0.8
13,0.07,0.03,1480.0,13,0d9a5484f79e,0.1,3,0.8
0,0.07,0.03,1.0,0,c313a7f2769e,0.1,3,0.8
1,0.07,0.03,4.0,1,c313a7f2769e,0.1,3,0.8
2,0.07,0.03,6.0,2,c313a7f2769e,0.1,3,0.8
3,0.07,0.03,26.0,3,c313a7f2769e,0.1,3,0.8
4,0.07,0.03,81.0,4,c313a7f2769e,0.1,3,0.8
5,0.07,0.03,222.0,5,c313a7f2769e,0.1,3,0.8
6,0.07,0.03,422.0,6,c313a7f2769e,0.1,3,0.8
7,0.07,0.03,610.0,7,c313a7f2769e,0.1,3,0.8
8,0.07,0.03,743.0,8,c313a7f2769e,0.1,3,0.8
9,0.07,0.03,951.0,9,c313a7f2769e,0.1,3,0.8
10,0.07,0.03,1067.0,10,c313a7f2769e,0.1,3,0.8
11,0.07,0.03,1107.0,11,c313a7f2769e,0.1,3,0.8
12,0.07,0.03,1239.0,12,c313a7f2769e,0.1,3,0.8
13,0.07,0.03,1344.0,13,c313a7f2769e,0.1,3,0.8
0,0.07,0.03,6.0,0,b92ee2af0e07,0.1,3,0.8
1,0.07,0.03,23.0,1,b92ee2af0e07,0.1,3,0.8
2,0.07,0.03,46.0,2,b92ee2af0e07,0.1,3,0.8
3,0.07,0.03,157.0,3,b92ee2af0e07,0.1,3,0.8
4,0.07,0.03,336.0,4,b92ee2af0e07,0.1,3,0.8
5,0.07,0.03,586.0,5,b92ee2af0e07,0.1,3,0.8
6,0.07,0.03,825.0,6,b92ee2af0e07,0.1,3,0.8
7,0.07,0.03,940.0,7,b92ee2af0e07,0.1,3,0.8
8,0.07,0.03,997.0,8,b92ee2af0e07,0.1,3,0.8
9,0.07,0.03,1142.0,9,b92ee2af0e07,0.1,3,0.8
10,0.07,0.03,1210.0,10,b92ee2af0e07,0.1,3,0.8
11,0.07,0.03,1238.0,11,b92ee2af0e07,0.1,3,0.8
12,0.07,0.03,1334.0,12,b92ee2af0e07,0.1,3,0.8
13,0.07,0.03,1416.0,13,b92ee2af0e07,0.1,3,0.8
0,0.07,0.03,4.0,0,5c4d389b5160,0.1,3,0.8
1,0.07,0.03,8.0,1,5c4d389b5160,0.1,3,0.8
2,0.07,0.03,25.0,2,5c4d389b5160,0.1,3,0.8
3,0.07,0.03,72.0,3,5c4d389b5160,0.1,3,0.8
4,0.07,0.03,152.0,4,5c4d389b5160,0.1,3,0.8
5,0.07,0.03,283.0,5,5c4d389b5160,0.1,3,0.8
6,0.07,0.03,466.0,6,5c4d389b5160,0.1,3,0.8
7,0.07,0.03,622.0,7,5c4d389b5160,0.1,3,0.8
8,0.07,0.03,728.0,8,5c4d389b5160,0.1,3,0.8
9,0.07,0.03,936.0,9,5c4d389b5160,0.1,3,0.8
10,0.07,0.03,1043.0,10,5c4d389b5160,0.1,3,0.8
11,0.07,0.03,1103.0,11,5c4d389b5160,0.1,3,0.8
12,0.07,0.03,1226.0,12,5c4d389b5160,0.1,3,0.8
13,0.07,0.03,1332.0,13,5c4d389b5160,0.1,3,0.8
0,0.07,0.03,7.0,0,6b75fb8f8fe2,0.1,3,0.8
1,0.07,0.03,27.0,1,6b75fb8f8fe2,0.1,3,0.8
2,0.07,0.03,61.0,2,6b75fb8f8fe2,0.1,3,0.8
3,0.07,0.03,167.0,3,6b75fb8f8fe2,0.1,3,0.8
4,0.07,0.03,378.0,4,6b75fb8f8fe2,0.1,3,0.8
5,0.07,0.03,597.0,5,6b75fb8f8fe2,0.1,3,0.8
6,0.07,0.03,794.0,6,6b75fb8f8fe2,0.1,3,0.8
7,0.07,0.03,928.0,7,6b75fb8f8fe2,0.1,3,0.8
8,0.07,0.03,983.0,8,6b75fb8f8fe2,0.1,3,0.8
9,0.07,0.03,1135.0,9,6b75fb8f8fe2,0.1,3,0.8
10,0.07,0.03,1203.0,10,6b75fb8f8fe2,0.1,3,0.8
11,0.07,0.03,1237.0,11,6b75fb8f8fe2,0.1,3,0.8
12,0.07,0.03,1328.0,12,6b75fb8f8fe2,0.1,3,0.8
13,0.07,0.03,1406.0,13,6b75fb8f8fe2,0.1,3,0.8
0,0.07,0.03,1.0,0,092d6b6c9401,0.1,3,0.8
1,0.07,0.03,2.0,1,092d6b6c9401,0.1,3,0.8
2,0.07,0.03,5.0,2,092d6b6c9401,0.1,3,0.8
3,0.07,0.03,28.0,3,092d6b6c9401,0.1,3,0.8
4,0.07,0.03,69.0,4,092d6b6c9401,0.1,3,0.8
