,source,dest,weight
0,000725697278,9bae9cdf01e6,5
1,00238fee2b4c,263522fa2776,1
2,00238fee2b4c,3eedbbb6b0d7,2
3,00238fee2b4c,418001574db2,3
4,00238fee2b4c,af7707c5ea70,4
5,004cdd85f55a,6b25fee98c05,1
6,00c08d89fea3,013c5936f294,12
7,00c08d89fea3,033f42d8a29e,1
8,00c08d89fea3,1b21182d31e4,1
9,00c08d89fea3,d0c9e369bee2,17
10,00c08d89fea3,e7f10ccd4852,2
11,00e2c609b433,00c08d89fea3,1
12,00e2c609b433,033f42d8a29e,1
13,00e2c609b433,213f6505c6c2,12
14,00e2c609b433,35444bace328,1
15,00e2c609b433,37b7d328d51f,1
16,00e2c609b433,817944c9c685,6
17,00e2c609b433,cba1aeb7a72d,1
18,00e2c609b433,d0c9e369bee2,6
19,00e2c609b433,d15eff82084c,1
20,00e2c609b433,e7f10ccd4852,1
21,010e171b58be,110e600290fd,1
22,010e171b58be,3cb5dde9e392,3
23,010e171b58be,d04adebdef02,1
24,012d3b018a1c,0e3803a9c736,2
25,012d3b018a1c,260d66f31596,1
26,012d3b018a1c,3e6ea6702421,1
27,012d3b018a1c,487bf8e1a4f1,1
28,013c5936f294,00e2c609b433,2
29,013c5936f294,1b21182d31e4,3
30,013c5936f294,213f6505c6c2,1
31,013c5936f294,35444bace328,17
32,013c5936f294,d0c9e369bee2,3
33,0192f0f7cc19,1c17de6f9602,1
34,0192f0f7cc19,4a340903a906,1
35,01a0123885eb,66a7a5807c31,1
36,01a0123885eb,6bcaea988250,1
37,01a0123885eb,907bdcbc11fe,1
38,01a0123885eb,91131ce71b38,1
39,01a0123885eb,cccfc2377e10,1
40,01ee1fa3f6f6,23e5ea1e37f7,1
41,01ee1fa3f6f6,b68c4830cc9e,1
42,020d5ea1a53e,798ddaf4f9cb,1
43,02ef16a6c394,277db1a67434,1
44,02ef16a6c394,a38280500952,1
45,0320528adcce,fe9867174ca9,2
46,033f42d8a29e,00e2c609b433,2
47,033f42d8a29e,213f6505c6c2,2
48,033f42d8a29e,817944c9c685,2
49,033f42d8a29e,d0c9e369bee2,1
50,033f42d8a29e,d15eff82084c,2
51,033f42d8a29e,ecc4ba55675b,1
52,0345fe1ba399,11fc9a680f21,1
53,039c20eb5f8b,0622caefe523,1
54,039c20eb5f8b,085b2a38876e,1
55,039c20eb5f8b,11c9978abd32,3
56,039c20eb5f8b,174276bb19cc,1
57,039c20eb5f8b,24c988b91198,1
58,039c20eb5f8b,37497c2c7134,1
59,039c20eb5f8b,88d1b784dd23,2
60,039c20eb5f8b,8a1d282fbc62,1
61,039c20eb5f8b,9b46e28a085a,4
62,039c20eb5f8b,a42e815c58f3,8
63,039c20eb5f8b,a6be835812fa,4
64,039c20eb5f8b,cee51a537b73,1
65,0400a268c465,165887dcba35,1
66,0400a268c465,38a033d379f4,5
67,0400a268c465,54acfb6af568,2
68,0400a268c465,d109237f6e57,8
69,04150f2d5883,65cb10cc4e49,1
70,04150f2d5883,7d10e92d7749,1
71,04426339e55d,2754f6e1f004,1
72,04426339e55d,764dedae61d5,1
73,04426339e55d,caa27da5d078,1
74,04bf2867f7e7,10534d4e7a9b,1
75,04bf2867f7e7,1813d3440861,7
76,04bf2867f7e7,1c196870d209,1
77,04bf2867f7e7,224365f62f68,1
78,04bf2867f7e7,30b5bba1ad74,1
79,04bf2867f7e7,47b19f8bd140,1
80,04bf2867f7e7,6864a5cf8519,1
81,04bf2867f7e7,743e6166ee02,1
82,04bf2867f7e7,960d4024a41d,1
83,04bf2867f7e7,b68c4830cc9e,2
84,04bf2867f7e7,b7108b4935fb,2
85,04bf2867f7e7,c6ab41a0b97a,1
86,04bf2867f7e7,cfa861ad68d5,1
87,04bf2867f7e7,fa5e7e54261e,3
88,04c79f17d42b,30eec89ddd9c,3
89,04c79f17d42b,6e9088c960fd,4
90,04c79f17d42b,9b21b03d9048,4
91,05efc2642012,0400a268c465,1
92,0604cd3138fe,5344c4110f48,8
93,0604cd3138fe,66d8d848ebc3,1
94,0604cd3138fe,7182dd431b5c,11
95,0604cd3138fe,8761a63e7923,1
96,0604cd3138fe,88d1b784dd23,1
97,0604cd3138fe,9ed614721c31,1
98,0604cd3138fe,a02a7093edbc,1
99,0604cd3138fe,b2cc86ae48fd,2
100,0604cd3138fe,c2ab60ea3e17,21
101,0622caefe523,039c20eb5f8b,1
102,0622caefe523,085b2a38876e,4
103,0622caefe523,11c9978abd32,3
104,0622caefe523,174276bb19cc,3
105,0622caefe523,88d1b784dd23,3
106,0622caefe523,9b46e28a085a,1
107,0622caefe523,9ed614721c31,1
108,0622caefe523,a42e815c58f3,7
109,0622caefe523,a6be835812fa,8
110,0622caefe523,b2cc86ae48fd,2
111,0632dc7a43b1,04bf2867f7e7,3
112,0632dc7a43b1,10534d4e7a9b,6
113,0632dc7a43b1,1813d3440861,3
114,0632dc7a43b1,1c196870d209,1
115,0632dc7a43b1,23e5ea1e37f7,1
116,0632dc7a43b1,47b19f8bd140,1
117,0632dc7a43b1,49a2c59db906,2
118,0632dc7a43b1,b68c4830cc9e,2
119,0632dc7a43b1,fa5e7e54261e,1
120,06f6cc456bb1,4162e4a359ba,1
121,06f6cc456bb1,6676c20b3c8e,1
