,source,dest,weight
0,00238fee2b4c,3eedbbb6b0d7,1
1,00238fee2b4c,749ba437ddb7,1
2,00238fee2b4c,af7707c5ea70,1
3,00238fee2b4c,e25ecda54a75,1
4,004cdd85f55a,b8a3a094fb6d,1
5,00e2c609b433,033f42d8a29e,7
6,00e2c609b433,213f6505c6c2,6
7,00e2c609b433,35444bace328,1
8,00e2c609b433,37b7d328d51f,1
9,00e2c609b433,d15eff82084c,1
10,00e2c609b433,ecc4ba55675b,1
11,012d3b018a1c,d66518132f75,1
12,0192f0f7cc19,327ae4d79f59,1
13,0192f0f7cc19,c58a755918d6,1
14,01a0123885eb,8318c6586ef3,1
15,01ee1fa3f6f6,34d46bd57a61,1
16,01ee1fa3f6f6,b68c4830cc9e,1
17,020d5ea1a53e,2f30ec3c0bf3,1
18,020d5ea1a53e,3b8a97e5d597,1
19,020d5ea1a53e,518181f12789,1
20,020d5ea1a53e,798ddaf4f9cb,4
21,020d5ea1a53e,a654e3581d9b,1
22,020d5ea1a53e,c9eb29fe21b7,1
23,0320528adcce,fe9867174ca9,1
24,033f42d8a29e,00e2c609b433,6
25,033f42d8a29e,213f6505c6c2,5
26,033f42d8a29e,d15eff82084c,1
27,033f42d8a29e,e7f10ccd4852,2
28,039c20eb5f8b,9a4a675dbeb6,1
29,039c20eb5f8b,a42e815c58f3,2
30,04150f2d5883,386870509dc7,1
31,04150f2d5883,d55bec63f284,1
32,04426339e55d,59f506beeccd,1
33,04426339e55d,e16226fb7dde,2
34,04bd4bb8b787,ae5da5716b41,1
35,04bf2867f7e7,34d46bd57a61,1
36,0604cd3138fe,5344c4110f48,5
37,0604cd3138fe,7182dd431b5c,2
38,0622caefe523,085b2a38876e,3
39,0622caefe523,a42e815c58f3,1
40,0622caefe523,cbd02d97b073,1
41,0632dc7a43b1,10534d4e7a9b,4
42,0632dc7a43b1,2521ef9e54ff,2
43,07694e757e99,1813d3440861,5
44,07694e757e99,224365f62f68,1
45,07694e757e99,23e5ea1e37f7,1
46,07694e757e99,34d46bd57a61,2
47,07694e757e99,49a2c59db906,1
48,07e1906a4c41,83e7eb77f0f1,1
49,07e1906a4c41,c6f5c46f9e3d,1
50,085b2a38876e,039c20eb5f8b,1
51,085b2a38876e,0622caefe523,3
52,085b2a38876e,11c9978abd32,9
53,085b2a38876e,549a2fac47d7,1
54,085b2a38876e,5ff36bab1247,1
55,085b2a38876e,a42e815c58f3,72
56,085b2a38876e,a6be835812fa,16
57,085b2a38876e,cbd02d97b073,1
58,085b2a38876e,ed8b33038fc5,1
59,087741e65b10,4bbcec8e8147,3
60,087741e65b10,af8aaa6ab480,1
61,0886327340b1,7850e83feab6,2
62,08b5b23ea880,d55bec63f284,1
63,0a46fa622c55,f169433b549d,2
64,0b7c17df5c93,2411bc00212d,5
65,0b7c17df5c93,2a96810f857c,8
66,0b7c17df5c93,8a1d282fbc62,1
67,0b7c17df5c93,b10fd0da0efc,1
68,0b7c17df5c93,d0d282f8e42c,1
69,0b7c17df5c93,d1069877e710,2
70,0b7c17df5c93,ec76c1111dcd,1
71,0bb298c1fc13,42bfe80fd854,2
72,0bd093ecb687,4f8666bd2f53,1
73,0bfefda5d962,3510a92fc7dd,1
74,0c0a866d236e,6d8baaaff9a8,1
75,0c957eac7ed9,5876cdb8b0da,1
76,0d0044cacda0,0d9a5484f79e,5
77,0d0044cacda0,97782f82720e,1
78,0d0044cacda0,979ee4d48a6d,1
79,0d3f2f1576ca,2b0b4e219041,1
80,0d423ea809dc,aee4848a8580,1
81,0d6f9709edae,6bcaea988250,1
82,0d9a5484f79e,0d0044cacda0,3
83,0d9a5484f79e,6a508b2eca69,1
84,0d9a5484f79e,6ad700bedd83,3
85,0e1a5a785140,6a508b2eca69,3
86,0e1a5a785140,7dcf1501322b,1
87,0e1a5a785140,cc30b5886e1f,1
88,0e3803a9c736,756e370e972c,1
89,0e3de9e49647,27e17b83d7f6,1
90,0e51b8c46864,d02af9b90375,3
91,0e5275f34e63,29938b66ee9c,1
92,0e8612e70523,483081937fa8,1
93,0e8612e70523,48c91416b553,2
94,0e8612e70523,76bae15e8ae9,1
95,0e8612e70523,8ba5ef4e282b,1
96,0e8612e70523,bae73c074541,1
97,0e8b7a7f79b3,f87d55b553de,1
98,0e8cfbcc6331,ca81f29fc3a5,1
99,0f07881e958c,cbe52a3141e6,1
100,0f6ef22dc220,110e600290fd,1
101,1010859799ff,0c957eac7ed9,1
102,1010859799ff,20a0b846a834,2
103,1010859799ff,373a4a16eaf9,4
104,1010859799ff,58839af42ed3,3
105,1010859799ff,77f073880db5,2
106,1010859799ff,7d802a5c57e7,1
107,1010859799ff,7f3541038c0c,1
108,1010859799ff,8cdba996be62,1
109,1010859799ff,a4231df40681,1
110,1010859799ff,ae89ce58d543,12
111,1010859799ff,ae9dd7c4d1d6,1
112,1010859799ff,b4746c6ec078,1
113,1010859799ff,cccfc2377e10,3
114,10534d4e7a9b,0632dc7a43b1,1
115,10534d4e7a9b,1813d3440861,3
116,10534d4e7a9b,1c196870d209,1
117,10534d4e7a9b,23e5ea1e37f7,1
118,10534d4e7a9b,2521ef9e54ff,2
119,10534d4e7a9b,34d46bd57a61,1
120,10534d4e7a9b,38307094d613,1
121,10534d4e7a9b,38efe5e64041,1
122,10534d4e7a9b,49a2c59db906,1
123,10534d4e7a9b,6864a5cf8519,1
124,10534d4e7a9b,b68c4830cc9e,1
125,10534d4e7a9b,b7108b4935fb,1
126,10534d4e7a9b,fa5e7e54261e,1
127,10534d4e7a9b,fe06da6e1e03,2
128,10973be83a0f,01a0123885eb,1
129,10973be83a0f,8ba5ef4e282b,1
130,10973be83a0f,bae73c074541,1
131,10973be83a0f,ca0ac34440ba,1
132,10bb64fa1d28,36c1cc2f9d70,1
133,110e600290fd,c3aab9310a31,1
134,110e600290fd,d04adebdef02,1
135,1110ad464b46,77f073880db5,2
136,1110ad464b46,961cecb58184,4
137,1110ad464b46,b4746c6ec078,1
138,11c9978abd32,085b2a38876e,5
139,11c9978abd32,a42e815c58f3,22
140,11c9978abd32,a6be835812fa,5
141,11fc9a680f21,b103b4b46639,1
142,11fc9a680f21,c6bf1113e45c,1
143,1219bf7ef233,0e8b7a7f79b3,1
144,124640bf2792,154d72ced791,1
145,124640bf2792,a7c24c0bcfee,1
146,12b56c38d67a,2defec47c201,1
147,130fb9040d57,592d6a5d1bf8,1
148,130fb9040d57,6676c20b3c8e,1
149,130fb9040d57,aee336a1d75a,1
150,130fb9040d57,e0ad8c3cc19b,1
151,130fb9040d57,e6f04561c7ee,1
152,13124c098d9a,900ec63917ba,1
153,13450f1f8510,cc4b353fbba9,1
154,148031292317,27eb72db5124,1
155,155422cf942b,191347b21ec7,1
156,15c98351e90e,187526313b1d,1
157,1615dc1e029e,8c30b8822f41,1
158,169a495eb426,8b852b0b30d4,1
159,16f5fa5ce97e,c40b15ca508f,1
160,174276bb19cc,549a2fac47d7,7
161,174276bb19cc,c2ab60ea3e17,1
162,179cf283f9f5,72e3ef7c52cb,1
163,179cf283f9f5,8e5efe42177f,1
164,1813d3440861,0632dc7a43b1,1
165,1813d3440861,07694e757e99,4
166,1813d3440861,10534d4e7a9b,1
167,1813d3440861,23e5ea1e37f7,2
168,1813d3440861,2521ef9e54ff,3
169,1813d3440861,34d46bd57a61,5
170,1813d3440861,38307094d613,1
171,1813d3440861,6a802d54681c,1
172,1813d3440861,6f1f5bf42259,1
173,1813d3440861,b68c4830cc9e,2
174,1813d3440861,b7108b4935fb,1
175,1813d3440861,fe06da6e1e03,2
176,1863b0b035e5,318ab1cb8ecc,1
177,1863b0b035e5,995d9379aaac,1
