,source,dest,weight
0,00238fee2b4c,2e57ab2001f6,1
1,00238fee2b4c,3eedbbb6b0d7,2
2,00c08d89fea3,00e2c609b433,2
3,00c08d89fea3,213f6505c6c2,1
4,00e2c609b433,00c08d89fea3,1
5,00e2c609b433,033f42d8a29e,7
6,00e2c609b433,213f6505c6c2,2
7,00e2c609b433,35444bace328,1
8,00e2c609b433,d0c9e369bee2,2
9,00e2c609b433,d15eff82084c,3
10,010e171b58be,4132596292ae,2
11,010e171b58be,abcf0898f37c,1
12,012d3b018a1c,04426339e55d,1
13,012d3b018a1c,749ba437ddb7,1
14,012d3b018a1c,8e1f192fe25a,1
15,012d3b018a1c,a62136c5d05e,1
16,01ee1fa3f6f6,224365f62f68,1
17,01ee1fa3f6f6,6864a5cf8519,1
18,01ee1fa3f6f6,b68c4830cc9e,4
19,01ee1fa3f6f6,da1cbef6ef23,1
20,020d5ea1a53e,1f1708e153fd,1
21,020d5ea1a53e,2f30ec3c0bf3,1
22,020d5ea1a53e,798ddaf4f9cb,1
23,023a5d902d01,2f216e1c81eb,1
24,0320528adcce,74350d2c2d26,1
25,033f42d8a29e,00c08d89fea3,1
26,033f42d8a29e,00e2c609b433,5
27,033f42d8a29e,5d89aee78222,1
28,033f42d8a29e,e7f10ccd4852,3
29,039c20eb5f8b,0622caefe523,1
30,039c20eb5f8b,a42e815c58f3,6
31,039c20eb5f8b,a6be835812fa,1
32,039c20eb5f8b,b2cc86ae48fd,1
33,04150f2d5883,6c99cbaa2778,1
34,04150f2d5883,e31aade2d1ae,1
35,042a78c14bb4,4860fb4eca2b,1
36,04426339e55d,294cd5558aed,1
37,04426339e55d,453afb3d310d,1
38,04426339e55d,4d69e7b48249,1
39,04426339e55d,682b73e4ac26,1
40,04426339e55d,8f3b8bb1d60c,1
41,04426339e55d,979ee4d48a6d,2
42,04426339e55d,bbc18deafe1b,1
43,04bd4bb8b787,4b1933c52832,1
44,04bf2867f7e7,10534d4e7a9b,3
45,04bf2867f7e7,1813d3440861,1
46,04bf2867f7e7,91b8ade6fa60,1
47,04bf2867f7e7,da1cbef6ef23,1
48,05efc2642012,e8ae29c5ca5a,1
49,0604cd3138fe,5344c4110f48,3
50,0604cd3138fe,7182dd431b5c,7
51,0622caefe523,085b2a38876e,1
52,0622caefe523,11c9978abd32,8
53,0622caefe523,a42e815c58f3,19
54,0622caefe523,a6be835812fa,6
55,0632dc7a43b1,10534d4e7a9b,2
56,06954b8a7f8d,be4f4b1608d6,1
57,06dd1d6744a8,506479eeca61,1
58,06f6cc456bb1,0d0044cacda0,1
59,06f6cc456bb1,73ad46f67b09,1
60,06f6cc456bb1,cc4b353fbba9,1
61,07e1906a4c41,a64332fe1df1,1
62,085b2a38876e,0622caefe523,2
63,085b2a38876e,11c9978abd32,17
64,085b2a38876e,3b8321fe7f0e,1
65,085b2a38876e,549a2fac47d7,4
66,085b2a38876e,a42e815c58f3,16
67,085b2a38876e,a6be835812fa,2
68,087741e65b10,79b50932dd99,1
69,0886327340b1,1ff1f0a2e164,1
70,0886327340b1,5f1fe1c69d9c,24
71,0886327340b1,64cd896af0df,2
72,0886327340b1,93fa9dee9e17,5
73,0886327340b1,bedc725da6f5,2
74,0886327340b1,c2816cd4c92c,1
75,08b5b23ea880,386870509dc7,1
76,08b5b23ea880,499254fc85e1,1
77,08eb507fdfc2,f5334f59cc82,1
78,0ae1f16981b6,9a4a675dbeb6,1
79,0b5988ba5721,3ebcbff73837,4
80,0b7c17df5c93,2411bc00212d,1
81,0b7c17df5c93,2a13a24897aa,1
82,0b7c17df5c93,2a96810f857c,5
83,0b7c17df5c93,5485ec644342,1
84,0b7c17df5c93,97938e420cb1,1
85,0b7c17df5c93,b10fd0da0efc,1
86,0b7c17df5c93,ca0dbd1c69fe,1
87,0b7c17df5c93,d1069877e710,1
88,0bf85f8f318b,e68259a977d8,1
89,0bf85f8f318b,fa5e7e54261e,1
90,0c0a866d236e,2210083ac9e0,2
91,0c0a866d236e,6d8baaaff9a8,4
92,0c0a866d236e,c1c182347e49,1
93,0c957eac7ed9,aee336a1d75a,1
94,0d0044cacda0,0d9a5484f79e,3
95,0d0044cacda0,5f5bb9e19f9e,1
96,0d0044cacda0,97782f82720e,1
97,0d9a5484f79e,0d0044cacda0,3
98,0d9a5484f79e,6ad700bedd83,1
99,0d9a5484f79e,ae92ca1ecdbf,1
100,0d9a5484f79e,e8e65b695662,1
101,0df4bf175294,0b7c17df5c93,1
102,0e1a5a785140,1bd50a482b54,1
103,0e1a5a785140,6a508b2eca69,1
104,0e51b8c46864,d02af9b90375,1
105,0e5275f34e63,141dc5ae59a8,1
106,0e5275f34e63,1de5495d95a1,1
107,0e5275f34e63,6c1ec2ad4dff,1
108,0e5275f34e63,c40b15ca508f,1
109,0e8612e70523,764dedae61d5,1
110,0e8b7a7f79b3,f87d55b553de,1
111,0e8cfbcc6331,98b754af76c6,1
112,0f07881e958c,cbe52a3141e6,1
113,1010859799ff,194409ffe6a5,1
114,1010859799ff,373a4a16eaf9,1
115,1010859799ff,5083dd92b927,1
116,1010859799ff,58839af42ed3,2
117,1010859799ff,7c594c644910,1
118,1010859799ff,8a5bf75dea53,4
119,1010859799ff,8cdba996be62,1
120,1010859799ff,ae89ce58d543,18
121,1010859799ff,b4746c6ec078,1
122,10534d4e7a9b,01ee1fa3f6f6,2
123,10534d4e7a9b,1813d3440861,7
124,10534d4e7a9b,23e5ea1e37f7,1
125,10534d4e7a9b,34d46bd57a61,1
126,10534d4e7a9b,48090555853d,2
127,10534d4e7a9b,91b8ade6fa60,2
128,10534d4e7a9b,b68c4830cc9e,3
129,10534d4e7a9b,cfa861ad68d5,4
130,10bb64fa1d28,c42b889c9b09,1
131,10bb64fa1d28,e67c2b4f0c8f,1
132,1110ad464b46,194409ffe6a5,3
133,1110ad464b46,4860fb4eca2b,1
134,1110ad464b46,77f073880db5,2
