,node_lat,node_long,neigh_lat,neigh_long
482,9.727860711,0.0,10.939069804,0.0
483,9.727860711,0.0,9.807544254,0.0
484,9.727860711,0.0,4.440663079,0.0
485,25.210371297,0.0,70.790128306,0.0
486,25.210371297,0.0,24.393075621,0.0
487,25.210371297,0.0,49.446131829,0.0
488,25.210371297,0.0,13.731164167,0.0
489,25.210371297,0.0,5.695326751,0.0
490,25.210371297,0.0,5.221357161,0.0
491,25.210371297,0.0,12.658976161,0.0
492,25.210371297,0.0,10.007962681,0.0
493,25.210371297,0.0,82.132467318,0.0
494,25.210371297,0.0,31.940000062,0.0
495,25.210371297,0.0,9.048977587,0.0
496,25.210371297,0.0,5.994541125,0.0
497,25.210371297,0.0,6.832421315,0.0
498,25.210371297,0.0,11.453611597,0.0
499,25.210371297,0.0,16.261504351,0.0
500,25.210371297,0.0,8.289017468,0.0
501,0.04929124894,0.0,70.790128306,0.0
502,0.04929124894,0.0,6.856312521,0.0
503,0.04929124894,0.0,13.588359249,0.0
504,0.04929124894,0.0,82.132467318,0.0
505,0.04929124894,0.0,31.940000062,0.0
506,0.04929124894,0.0,28.217529498,0.0
507,0.04929124894,0.0,27.886746336,0.0
508,0.04929124894,0.0,26.67006964,0.0
509,0.04929124894,0.0,55.798294359,0.0
510,49.446131829,0.0,70.790128306,0.0
511,49.446131829,0.0,40.806273654,0.0
512,49.446131829,0.0,0.04929124894,0.0
513,49.446131829,0.0,13.731164167,0.0
514,49.446131829,0.0,6.856312521,0.0
515,49.446131829,0.0,26.945092667,0.0
516,49.446131829,0.0,82.132467318,0.0
517,49.446131829,0.0,31.940000062,0.0
518,49.446131829,0.0,644.303257967,0.0
519,49.446131829,0.0,1518.75756479,0.0
520,49.446131829,0.0,29.277283858,0.0
521,49.446131829,0.0,40.517371937,0.0
522,49.446131829,0.0,23.004257875,0.0
523,49.446131829,0.0,13.248713101,0.0
524,49.446131829,0.0,50.729691391,0.0
525,49.446131829,0.0,11.802286831,0.0
526,49.446131829,0.0,233.692864157,0.0
527,49.446131829,0.0,25.388131117,0.0
528,49.446131829,0.0,4.20148694,0.0
529,49.446131829,0.0,39.186740427,0.0
530,49.446131829,0.0,9.231275489,0.0
531,49.446131829,0.0,19.802798823,0.0
532,49.446131829,0.0,10.85465712,0.0
533,49.446131829,0.0,4.419433878,0.0
534,49.446131829,0.0,26.951913011,0.0
535,49.446131829,0.0,87.232541053,0.0
536,49.446131829,0.0,18.425664971,0.0
537,49.446131829,0.0,76.190513876,0.0
538,49.446131829,0.0,14.761303187,0.0
539,49.446131829,0.0,166.229730993,0.0
540,49.446131829,0.0,17.167266676,0.0
541,49.446131829,0.0,13.387590061,0.0
542,49.446131829,0.0,25.471798052,0.0
543,49.446131829,0.0,9.27739216,0.0
544,49.446131829,0.0,4.609646425,0.0
545,49.446131829,0.0,2.18843452,0.0
546,49.446131829,0.0,69.232611588,0.0
547,49.446131829,0.0,34.599385905,0.0
548,49.446131829,0.0,20.12950993,0.0
549,49.446131829,0.0,15.245224461,0.0
550,49.446131829,0.0,16.860865597,0.0
551,49.446131829,0.0,6.887378238,0.0
552,49.446131829,0.0,10.939069804,0.0
553,49.446131829,0.0,32.512744515,0.0
554,49.446131829,0.0,11.223514879,0.0
555,13.731164167,0.0,70.790128306,0.0
556,13.731164167,0.0,25.210371297,0.0
557,13.731164167,0.0,0.04929124894,0.0
558,13.731164167,0.0,8.372930307,0.0
559,13.731164167,0.0,6.856312521,0.0
560,13.731164167,0.0,82.132467318,0.0
561,13.731164167,0.0,10.361449499,0.0
562,13.731164167,0.0,7.975307176,0.0
563,13.731164167,0.0,29.277283858,0.0
564,13.731164167,0.0,23.004257875,0.0
565,13.731164167,0.0,25.448562517,0.0
566,13.731164167,0.0,7.666133462,0.0
567,13.731164167,0.0,13.671251512,0.0
568,13.731164167,0.0,15.92488598,0.0
569,13.731164167,0.0,17.926035137,0.0
570,13.731164167,0.0,5.707759977,0.0
571,13.731164167,0.0,8.195639278,0.0
572,13.731164167,0.0,24.747524022,0.0
573,13.731164167,0.0,11.605803568,0.0
574,13.731164167,0.0,27.886746336,0.0
575,13.731164167,0.0,6.832421315,0.0
576,13.731164167,0.0,9.026330067,0.0
577,13.731164167,0.0,25.388131117,0.0
578,13.731164167,0.0,166.229730993,0.0
