,source,dest,month,year,season
41842,d511b5d46902,1ccb8d961c15,11,2022,SP
41843,1ccb8d961c15,e719f90cfd4e,11,2022,SP
41847,281d362c97c7,04426339e55d,11,2022,SP
41848,04426339e55d,e4ed4d14170e,11,2022,SP
41851,b51e45a12fba,7243ae377c21,12,2022,SM
41852,7243ae377c21,b51e45a12fba,12,2022,SM
41855,e4ed4d14170e,b51e45a12fba,12,2022,SM
41856,b51e45a12fba,97782f82720e,12,2022,SM
41967,af7707c5ea70,6eac02c2ab0d,6,2022,WT
41973,311237abe490,4c4dc2eb93b1,3,2022,AT
41977,215b82b09488,c3a35ec5c336,3,2022,AT
41978,c3a35ec5c336,cca6e68ea176,3,2022,AT
41979,cca6e68ea176,bf803398fe97,3,2022,AT
41980,bf803398fe97,2d3f2d14c058,3,2022,AT
41981,2d3f2d14c058,2809dac9ae84,3,2022,AT
41982,2809dac9ae84,bf803398fe97,3,2022,AT
41983,bf803398fe97,4c4dc2eb93b1,3,2022,AT
41984,4c4dc2eb93b1,215b82b09488,3,2022,AT
41985,215b82b09488,311237abe490,3,2022,AT
41986,311237abe490,6964f30cf238,3,2022,AT
41987,6964f30cf238,cc66be1d2a56,3,2022,AT
41988,cc66be1d2a56,2d3f2d14c058,3,2022,AT
41989,2d3f2d14c058,215b82b09488,3,2022,AT
41990,215b82b09488,2809dac9ae84,3,2022,AT
41991,2809dac9ae84,311237abe490,3,2022,AT
41992,cb7e29706787,360c01e9b39f,4,2022,AT
41993,360c01e9b39f,311237abe490,4,2022,AT
41994,311237abe490,cb7e29706787,4,2022,AT
41995,cb7e29706787,824c0ed35f11,4,2022,AT
41996,824c0ed35f11,cb7e29706787,4,2022,AT
41997,cb7e29706787,6cea179577af,4,2022,AT
42015,549a2fac47d7,a02a7093edbc,2,2022,SM
42016,a02a7093edbc,88d1b784dd23,2,2022,SM
42017,88d1b784dd23,549a2fac47d7,2,2022,SM
42018,549a2fac47d7,a02a7093edbc,3,2022,AT
42066,6d8baaaff9a8,0c0a866d236e,3,2022,AT
42067,0c0a866d236e,9c37e7118d74,3,2022,AT
42071,6d8baaaff9a8,9c37e7118d74,5,2022,AT
42072,9c37e7118d74,0c0a866d236e,5,2022,AT
42075,0c0a866d236e,9c37e7118d74,5,2022,AT
42076,9c37e7118d74,0c0a866d236e,5,2022,AT
42077,0c0a866d236e,9c37e7118d74,5,2022,AT
42101,5f1fe1c69d9c,8f9513f7e773,10,2022,SP
42102,8f9513f7e773,28096b238faf,10,2022,SP
42105,e988d44433f8,7850e83feab6,10,2022,SP
42106,7850e83feab6,31ee25afac11,11,2022,SP
42107,31ee25afac11,8f9513f7e773,11,2022,SP
42110,64cd896af0df,c2816cd4c92c,11,2022,SP
42175,418001574db2,cc83219f2c8f,1,2022,SM
42176,cc83219f2c8f,418001574db2,1,2022,SM
42177,418001574db2,cc83219f2c8f,1,2022,SM
42178,cc83219f2c8f,418001574db2,2,2022,SM
42179,418001574db2,af7707c5ea70,2,2022,SM
42180,e25ecda54a75,af7707c5ea70,9,2022,SP
42181,00238fee2b4c,3eedbbb6b0d7,9,2022,SP
42182,3eedbbb6b0d7,418001574db2,10,2022,SP
42183,418001574db2,3eedbbb6b0d7,10,2022,SP
42184,3eedbbb6b0d7,418001574db2,10,2022,SP
42185,418001574db2,e25ecda54a75,10,2022,SP
42186,e25ecda54a75,00238fee2b4c,10,2022,SP
42187,e25ecda54a75,af7707c5ea70,12,2022,SM
42188,af7707c5ea70,418001574db2,12,2022,SM
42243,c2816cd4c92c,31ee25afac11,12,2022,SM
42306,d15eff82084c,00e2c609b433,11,2022,SP
42307,00e2c609b433,d0c9e369bee2,11,2022,SP
42308,d0c9e369bee2,00e2c609b433,12,2022,SM
42309,00e2c609b433,213f6505c6c2,12,2022,SM
42453,c2b38d78fe58,1a3c9e9512ea,1,2022,SM
42454,1a3c9e9512ea,c2b38d78fe58,1,2022,SM
42455,c2b38d78fe58,3a712cb6cf33,1,2022,SM
42456,3a712cb6cf33,c2b38d78fe58,1,2022,SM
42457,c2b38d78fe58,9160bec81d69,1,2022,SM
42458,9160bec81d69,1a3c9e9512ea,1,2022,SM
42459,1a3c9e9512ea,dba8d675d13a,1,2022,SM
42460,dba8d675d13a,1a3c9e9512ea,1,2022,SM
42461,1a3c9e9512ea,9160bec81d69,1,2022,SM
42462,9160bec81d69,7cffec5b2779,2,2022,SM
42463,7cffec5b2779,c2b38d78fe58,2,2022,SM
42464,c2b38d78fe58,1a3c9e9512ea,2,2022,SM
42465,1a3c9e9512ea,9bb8a535ad2a,2,2022,SM
42466,9bb8a535ad2a,fe9867174ca9,2,2022,SM
42467,fe9867174ca9,1a3c9e9512ea,2,2022,SM
42468,1a3c9e9512ea,dba8d675d13a,2,2022,SM
42469,dba8d675d13a,c2b38d78fe58,2,2022,SM
42470,c2b38d78fe58,a4286709e555,2,2022,SM
42471,a4286709e555,1a3c9e9512ea,2,2022,SM
42472,1a3c9e9512ea,c2b38d78fe58,2,2022,SM
42473,c2b38d78fe58,1a3c9e9512ea,2,2022,SM
42476,dba8d675d13a,1a3c9e9512ea,2,2022,SM
42477,1a3c9e9512ea,26e2a5ca39aa,2,2022,SM
42478,26e2a5ca39aa,1a3c9e9512ea,2,2022,SM
42481,dba8d675d13a,1a3c9e9512ea,2,2022,SM
42486,dba8d675d13a,1a3c9e9512ea,2,2022,SM
42487,1a3c9e9512ea,9160bec81d69,2,2022,SM
42488,9160bec81d69,c2b38d78fe58,3,2022,AT
42489,c2b38d78fe58,7cffec5b2779,3,2022,AT
42490,7cffec5b2779,c2b38d78fe58,3,2022,AT
42491,c2b38d78fe58,7cffec5b2779,3,2022,AT
42492,7cffec5b2779,1a3c9e9512ea,3,2022,AT
42493,1a3c9e9512ea,7cffec5b2779,3,2022,AT
42498,26e2a5ca39aa,dba8d675d13a,3,2022,AT
42499,dba8d675d13a,1a3c9e9512ea,3,2022,AT
42504,1a3c9e9512ea,dba8d675d13a,3,2022,AT
42505,dba8d675d13a,1a3c9e9512ea,3,2022,AT
42506,1a3c9e9512ea,dba8d675d13a,4,2022,AT
42507,dba8d675d13a,1a3c9e9512ea,4,2022,AT
42508,1a3c9e9512ea,7cffec5b2779,4,2022,AT
42509,7cffec5b2779,dba8d675d13a,4,2022,AT
42510,dba8d675d13a,26e2a5ca39aa,4,2022,AT
42511,26e2a5ca39aa,7cffec5b2779,4,2022,AT
42512,7cffec5b2779,1a3c9e9512ea,4,2022,AT
42515,1a3c9e9512ea,dba8d675d13a,4,2022,AT
42516,26e2a5ca39aa,3a712cb6cf33,5,2022,AT
42517,3a712cb6cf33,c2b38d78fe58,5,2022,AT
42518,c2b38d78fe58,1a3c9e9512ea,5,2022,AT
42523,9160bec81d69,1a3c9e9512ea,6,2022,WT
42524,1a3c9e9512ea,9160bec81d69,6,2022,WT
42525,9160bec81d69,1a3c9e9512ea,6,2022,WT
42526,1a3c9e9512ea,dba8d675d13a,6,2022,WT
42527,dba8d675d13a,1a3c9e9512ea,6,2022,WT
42528,1a3c9e9512ea,dba8d675d13a,6,2022,WT
42529,dba8d675d13a,1a3c9e9512ea,6,2022,WT
42530,1a3c9e9512ea,c2b38d78fe58,7,2022,WT
42531,c2b38d78fe58,1a3c9e9512ea,7,2022,WT
42532,1a3c9e9512ea,c2b38d78fe58,7,2022,WT
42533,c2b38d78fe58,1a3c9e9512ea,8,2022,WT
42534,1a3c9e9512ea,c2b38d78fe58,8,2022,WT
42535,c2b38d78fe58,7cffec5b2779,8,2022,WT
42538,1a3c9e9512ea,dba8d675d13a,8,2022,WT
42539,dba8d675d13a,c2b38d78fe58,8,2022,WT
42540,c2b38d78fe58,7cffec5b2779,8,2022,WT
42543,7cffec5b2779,1a3c9e9512ea,8,2022,WT
42544,1a3c9e9512ea,7cffec5b2779,8,2022,WT
42545,7cffec5b2779,1a3c9e9512ea,8,2022,WT
42546,1a3c9e9512ea,c2b38d78fe58,8,2022,WT
42547,c2b38d78fe58,7cffec5b2779,8,2022,WT
42550,1a3c9e9512ea,3a712cb6cf33,8,2022,WT
42551,3a712cb6cf33,1a3c9e9512ea,8,2022,WT
42552,1a3c9e9512ea,c2b38d78fe58,8,2022,WT
42553,c2b38d78fe58,9160bec81d69,8,2022,WT
42554,9160bec81d69,7cffec5b2779,8,2022,WT
42555,7cffec5b2779,1a3c9e9512ea,8,2022,WT
42571,1a3c9e9512ea,c2b38d78fe58,10,2022,SP
42572,c2b38d78fe58,1a3c9e9512ea,10,2022,SP
42573,1a3c9e9512ea,26e2a5ca39aa,10,2022,SP
42574,26e2a5ca39aa,1a3c9e9512ea,10,2022,SP
42575,1a3c9e9512ea,c2b38d78fe58,10,2022,SP
42576,c2b38d78fe58,1a3c9e9512ea,10,2022,SP
42577,1a3c9e9512ea,dba8d675d13a,10,2022,SP
42580,1a3c9e9512ea,dba8d675d13a,10,2022,SP
42583,1a3c9e9512ea,7cffec5b2779,10,2022,SP
42584,7cffec5b2779,1a3c9e9512ea,10,2022,SP
42585,1a3c9e9512ea,dba8d675d13a,10,2022,SP
42588,1a3c9e9512ea,7cffec5b2779,11,2022,SP
42593,1a3c9e9512ea,26e2a5ca39aa,11,2022,SP
42594,26e2a5ca39aa,1a3c9e9512ea,11,2022,SP
42595,1a3c9e9512ea,26e2a5ca39aa,11,2022,SP
42596,26e2a5ca39aa,9160bec81d69,11,2022,SP
42599,1a3c9e9512ea,7cffec5b2779,11,2022,SP
42600,7cffec5b2779,1a3c9e9512ea,12,2022,SM
42601,1a3c9e9512ea,7cffec5b2779,12,2022,SM
42602,7cffec5b2779,9160bec81d69,12,2022,SM
42603,9160bec81d69,c2b38d78fe58,12,2022,SM
42604,c2b38d78fe58,dba8d675d13a,12,2022,SM
42673,cccfc2377e10,58839af42ed3,1,2022,SM
42674,58839af42ed3,cccfc2377e10,1,2022,SM
42675,cccfc2377e10,373a4a16eaf9,4,2022,AT
42676,373a4a16eaf9,cccfc2377e10,4,2022,AT
42677,cccfc2377e10,373a4a16eaf9,4,2022,AT
42690,4ede76d3a446,cccfc2377e10,10,2022,SP
42691,cccfc2377e10,4ede76d3a446,10,2022,SP
42698,4ede76d3a446,6cb190544c58,12,2022,SM
42699,6cb190544c58,4ede76d3a446,12,2022,SM
42929,5f1fe1c69d9c,0886327340b1,1,2022,SM
42932,8f9513f7e773,281d362c97c7,1,2022,SM
42933,281d362c97c7,2e57ab2001f6,1,2022,SM
42934,2e57ab2001f6,aa350cd9c859,1,2022,SM
42935,ae89ce58d543,0ce9b5b728b4,3,2022,AT
42936,0ce9b5b728b4,3e6ea6702421,3,2022,AT
42937,3e6ea6702421,8e7aa253cdcb,3,2022,AT
42938,8e7aa253cdcb,2e57ab2001f6,3,2022,AT
42939,2e57ab2001f6,aecef364029f,3,2022,AT
42942,281d362c97c7,a4348ab4a7bf,3,2022,AT
42943,a4348ab4a7bf,817944c9c685,3,2022,AT
42947,0c957eac7ed9,ae89ce58d543,3,2022,AT
42951,d943da81dc4e,0e8612e70523,3,2022,AT
42952,0e8612e70523,e3e18f8d188c,3,2022,AT
42955,e9d09d26ed26,97782f82720e,3,2022,AT
42956,97782f82720e,a38280500952,3,2022,AT
42957,a38280500952,e801fdfd3b13,4,2022,AT
42958,e801fdfd3b13,da162cc722f9,4,2022,AT
42959,da162cc722f9,130fb9040d57,4,2022,AT
42962,0d9a5484f79e,bedc725da6f5,4,2022,AT
42963,bedc725da6f5,263522fa2776,4,2022,AT
42964,263522fa2776,0bfefda5d962,5,2022,AT
42965,0bfefda5d962,bd3a48f2c5f7,5,2022,AT
43097,9abddc3ac015,2d693da3ec61,5,2022,AT
43102,8e736664e4aa,34d46bd57a61,2,2022,SM
43108,34d46bd57a61,f87afe134edc,7,2022,WT
43171,8cdba996be62,194409ffe6a5,3,2022,AT
43172,194409ffe6a5,b4746c6ec078,3,2022,AT
43173,373a4a16eaf9,cccfc2377e10,7,2022,WT
43174,cccfc2377e10,b4746c6ec078,7,2022,WT
43202,cccfc2377e10,58839af42ed3,1,2022,SM
43203,58839af42ed3,cccfc2377e10,1,2022,SM
43204,cccfc2377e10,58839af42ed3,1,2022,SM
43205,58839af42ed3,cccfc2377e10,2,2022,SM
43206,cccfc2377e10,373a4a16eaf9,2,2022,SM
43207,373a4a16eaf9,cccfc2377e10,2,2022,SM
43208,cccfc2377e10,b4746c6ec078,5,2022,AT
43209,b4746c6ec078,cccfc2377e10,6,2022,WT
43210,cccfc2377e10,b4746c6ec078,6,2022,WT
43211,b4746c6ec078,cccfc2377e10,7,2022,WT
43212,cccfc2377e10,20a0b846a834,9,2022,SP
43213,20a0b846a834,373a4a16eaf9,9,2022,SP
43214,373a4a16eaf9,cccfc2377e10,9,2022,SP
43217,4ede76d3a446,373a4a16eaf9,10,2022,SP
43218,373a4a16eaf9,58839af42ed3,10,2022,SP
43219,58839af42ed3,373a4a16eaf9,10,2022,SP
43220,373a4a16eaf9,4ede76d3a446,10,2022,SP
43221,4ede76d3a446,cccfc2377e10,10,2022,SP
43222,cccfc2377e10,4ede76d3a446,10,2022,SP
43227,4ede76d3a446,373a4a16eaf9,10,2022,SP
43230,373a4a16eaf9,6cb190544c58,12,2022,SM
43231,6cb190544c58,373a4a16eaf9,12,2022,SM
43232,373a4a16eaf9,6cb190544c58,12,2022,SM
43233,6cb190544c58,373a4a16eaf9,12,2022,SM
43234,373a4a16eaf9,6cb190544c58,12,2022,SM
43235,6cb190544c58,373a4a16eaf9,12,2022,SM
43343,00e2c609b433,213f6505c6c2,1,2022,SM
43346,00e2c609b433,ecc4ba55675b,1,2022,SM
43347,ecc4ba55675b,00e2c609b433,1,2022,SM
43348,00e2c609b433,e7f10ccd4852,1,2022,SM
43349,e7f10ccd4852,d0c9e369bee2,1,2022,SM
43350,d0c9e369bee2,00e2c609b433,1,2022,SM
43351,00e2c609b433,d0c9e369bee2,1,2022,SM
43352,d0c9e369bee2,00e2c609b433,1,2022,SM
43353,00e2c609b433,e7f10ccd4852,1,2022,SM
43354,e7f10ccd4852,00e2c609b433,1,2022,SM
43357,00e2c609b433,5e8a21ead848,1,2022,SM
43358,5e8a21ead848,00e2c609b433,1,2022,SM
43364,00e2c609b433,213f6505c6c2,2,2022,SM
43365,213f6505c6c2,00e2c609b433,2,2022,SM
43366,00e2c609b433,00c08d89fea3,2,2022,SM
43367,00c08d89fea3,00e2c609b433,2,2022,SM
43368,00e2c609b433,d15eff82084c,2,2022,SM
43369,d15eff82084c,00e2c609b433,2,2022,SM
43370,00e2c609b433,e7f10ccd4852,2,2022,SM
43371,e7f10ccd4852,00e2c609b433,2,2022,SM
43372,00e2c609b433,d0c9e369bee2,2,2022,SM
43373,d0c9e369bee2,00e2c609b433,2,2022,SM
43374,00e2c609b433,d15eff82084c,2,2022,SM
43379,00e2c609b433,d15eff82084c,3,2022,AT
43384,00c08d89fea3,5e8a21ead848,3,2022,AT
43385,5e8a21ead848,00e2c609b433,3,2022,AT
43386,00e2c609b433,213f6505c6c2,3,2022,AT
43439,c2ab60ea3e17,174276bb19cc,2,2022,SM
43440,174276bb19cc,549a2fac47d7,2,2022,SM
43441,549a2fac47d7,c2ab60ea3e17,2,2022,SM
43442,c2ab60ea3e17,5fa6388d5e22,2,2022,SM
43443,5fa6388d5e22,c2ab60ea3e17,2,2022,SM
43444,c2ab60ea3e17,5fa6388d5e22,2,2022,SM
43445,5fa6388d5e22,c2ab60ea3e17,2,2022,SM
43448,5fa6388d5e22,c2ab60ea3e17,2,2022,SM
43449,c2ab60ea3e17,5fa6388d5e22,2,2022,SM
43450,5fa6388d5e22,c2ab60ea3e17,2,2022,SM
43451,c2ab60ea3e17,5fa6388d5e22,2,2022,SM
43452,5fa6388d5e22,a42e815c58f3,2,2022,SM
43453,a42e815c58f3,c2ab60ea3e17,2,2022,SM
43454,c2ab60ea3e17,9b46e28a085a,2,2022,SM
43455,9b46e28a085a,5fa6388d5e22,2,2022,SM
43458,5fa6388d5e22,c2ab60ea3e17,2,2022,SM
43465,c2ab60ea3e17,b2cc86ae48fd,3,2022,AT
43468,5fa6388d5e22,c2ab60ea3e17,7,2022,WT
43469,c2ab60ea3e17,549a2fac47d7,8,2022,WT
43470,549a2fac47d7,c2ab60ea3e17,8,2022,WT
43471,c2ab60ea3e17,549a2fac47d7,8,2022,WT
43472,549a2fac47d7,c2ab60ea3e17,8,2022,WT
43473,c2ab60ea3e17,549a2fac47d7,8,2022,WT
43474,549a2fac47d7,c2ab60ea3e17,8,2022,WT
43475,c2ab60ea3e17,549a2fac47d7,8,2022,WT
43476,549a2fac47d7,c2ab60ea3e17,8,2022,WT
43477,c2ab60ea3e17,5fa6388d5e22,8,2022,WT
43478,549a2fac47d7,fcf15d230a8e,9,2022,SP
43479,fcf15d230a8e,a42e815c58f3,9,2022,SP
43480,a42e815c58f3,549a2fac47d7,9,2022,SP
43481,549a2fac47d7,c2ab60ea3e17,9,2022,SP
43482,c2ab60ea3e17,549a2fac47d7,10,2022,SP
43483,549a2fac47d7,c2ab60ea3e17,10,2022,SP
43484,c2ab60ea3e17,d5fdcbf8546d,10,2022,SP
43485,d5fdcbf8546d,c2ab60ea3e17,10,2022,SP
43486,c2ab60ea3e17,549a2fac47d7,10,2022,SP
43487,549a2fac47d7,c2ab60ea3e17,10,2022,SP
43488,c2ab60ea3e17,5fa6388d5e22,10,2022,SP
43489,5fa6388d5e22,c2ab60ea3e17,10,2022,SP
43490,c2ab60ea3e17,174276bb19cc,11,2022,SP
43495,9b46e28a085a,5fa6388d5e22,11,2022,SP
43496,5fa6388d5e22,174276bb19cc,11,2022,SP
43497,174276bb19cc,5fa6388d5e22,11,2022,SP
43498,5fa6388d5e22,9b46e28a085a,11,2022,SP
43499,9b46e28a085a,5fa6388d5e22,11,2022,SP
43500,5fa6388d5e22,b0cb6fef5be0,11,2022,SP
43501,b0cb6fef5be0,d5fdcbf8546d,11,2022,SP
43502,d5fdcbf8546d,5fa6388d5e22,11,2022,SP
43503,5fa6388d5e22,9b46e28a085a,11,2022,SP
43504,9b46e28a085a,d5fdcbf8546d,11,2022,SP
43505,d5fdcbf8546d,9b46e28a085a,11,2022,SP
43506,9b46e28a085a,d5fdcbf8546d,11,2022,SP
43507,d5fdcbf8546d,9b46e28a085a,11,2022,SP
43508,9b46e28a085a,5fa6388d5e22,11,2022,SP
43509,5fa6388d5e22,174276bb19cc,11,2022,SP
43510,174276bb19cc,b0cb6fef5be0,11,2022,SP
43511,b0cb6fef5be0,5fa6388d5e22,12,2022,SM
43512,5fa6388d5e22,c2ab60ea3e17,12,2022,SM
43513,c2ab60ea3e17,e6b15dfc0cbe,12,2022,SM
43514,e6b15dfc0cbe,5fa6388d5e22,12,2022,SM
43515,5fa6388d5e22,b0cb6fef5be0,12,2022,SM
43516,b0cb6fef5be0,5fa6388d5e22,12,2022,SM
43517,5fa6388d5e22,b0cb6fef5be0,12,2022,SM
43518,b0cb6fef5be0,5fa6388d5e22,12,2022,SM
43519,5fa6388d5e22,fcf15d230a8e,12,2022,SM
43520,fcf15d230a8e,5fa6388d5e22,12,2022,SM
43521,5fa6388d5e22,c2ab60ea3e17,12,2022,SM
43522,c2ab60ea3e17,b0cb6fef5be0,12,2022,SM
43523,b0cb6fef5be0,549a2fac47d7,12,2022,SM
43524,549a2fac47d7,b0cb6fef5be0,12,2022,SM
43527,d5fdcbf8546d,b0cb6fef5be0,12,2022,SM
43528,b0cb6fef5be0,549a2fac47d7,12,2022,SM
43529,549a2fac47d7,b0cb6fef5be0,12,2022,SM
43530,b0cb6fef5be0,549a2fac47d7,12,2022,SM
43531,549a2fac47d7,b0cb6fef5be0,12,2022,SM
43532,b0cb6fef5be0,5fa6388d5e22,12,2022,SM
43533,5fa6388d5e22,549a2fac47d7,12,2022,SM
43534,549a2fac47d7,5fa6388d5e22,12,2022,SM
43757,38320617fba1,aee336a1d75a,2,2022,SM
43758,0e3de9e49647,fa0cb0b93e1b,4,2022,AT
43759,76e82dec6df1,64c50151e532,6,2022,WT
43760,64c50151e532,33167bac2de0,6,2022,WT
43761,130fb9040d57,fa0cb0b93e1b,10,2022,SP
43762,fa0cb0b93e1b,8e7aa253cdcb,10,2022,SP
43763,8e7aa253cdcb,64c50151e532,10,2022,SP
43764,64c50151e532,91827d504e2e,10,2022,SP
43765,91827d504e2e,e6f04561c7ee,10,2022,SP
43766,e6f04561c7ee,b9649664bb23,10,2022,SP
43767,b9649664bb23,8e7aa253cdcb,11,2022,SP
43768,8e7aa253cdcb,e6f04561c7ee,11,2022,SP
43769,e6f04561c7ee,8e7aa253cdcb,11,2022,SP
43770,8e7aa253cdcb,a6ebcb693e61,11,2022,SP
43771,a6ebcb693e61,fa0cb0b93e1b,11,2022,SP
43772,fa0cb0b93e1b,a6ebcb693e61,11,2022,SP
43984,a6ebcb693e61,8fd133954063,1,2022,SM
43985,8fd133954063,8e7aa253cdcb,1,2022,SM
43986,8e7aa253cdcb,a6ebcb693e61,1,2022,SM
43987,a6ebcb693e61,8ff02e119c08,1,2022,SM
43988,8ff02e119c08,64c50151e532,1,2022,SM
43989,64c50151e532,8e7aa253cdcb,1,2022,SM
43990,8e7aa253cdcb,a6ebcb693e61,1,2022,SM
43991,a6ebcb693e61,8fd133954063,1,2022,SM
43992,8fd133954063,73ad46f67b09,1,2022,SM
43993,73ad46f67b09,a6ebcb693e61,1,2022,SM
43994,a6ebcb693e61,8fd133954063,1,2022,SM
43995,8fd133954063,a6ebcb693e61,1,2022,SM
43996,a6ebcb693e61,73ad46f67b09,1,2022,SM
43997,73ad46f67b09,a6ebcb693e61,1,2022,SM
43998,a6ebcb693e61,8fd133954063,1,2022,SM
43999,8fd133954063,a6ebcb693e61,1,2022,SM
44000,a6ebcb693e61,8fd133954063,1,2022,SM
44001,8fd133954063,8e7aa253cdcb,1,2022,SM
44002,8e7aa253cdcb,73ad46f67b09,1,2022,SM
44003,73ad46f67b09,a6ebcb693e61,1,2022,SM
44004,a6ebcb693e61,8fd133954063,1,2022,SM
44005,8fd133954063,a6ebcb693e61,1,2022,SM
44008,8ff02e119c08,64c50151e532,1,2022,SM
44009,64c50151e532,8e7aa253cdcb,1,2022,SM
44010,8e7aa253cdcb,33167bac2de0,1,2022,SM
44011,33167bac2de0,a6ebcb693e61,1,2022,SM
44012,a6ebcb693e61,8fd133954063,1,2022,SM
44013,8fd133954063,e6f04561c7ee,1,2022,SM
44014,e6f04561c7ee,8ff02e119c08,1,2022,SM
44015,8ff02e119c08,8fd133954063,1,2022,SM
44016,8fd133954063,a6ebcb693e61,1,2022,SM
44017,a6ebcb693e61,8fd133954063,1,2022,SM
44018,8fd133954063,a6ebcb693e61,1,2022,SM
44019,a6ebcb693e61,64c50151e532,1,2022,SM
44020,64c50151e532,8fd133954063,1,2022,SM
44021,8fd133954063,8ff02e119c08,1,2022,SM
44022,8ff02e119c08,a6ebcb693e61,1,2022,SM
44023,a6ebcb693e61,73ad46f67b09,1,2022,SM
44024,73ad46f67b09,8fd133954063,1,2022,SM
44025,8fd133954063,73ad46f67b09,1,2022,SM
44026,73ad46f67b09,a6ebcb693e61,1,2022,SM
44027,a6ebcb693e61,8ff02e119c08,1,2022,SM
44028,8ff02e119c08,64c50151e532,1,2022,SM
44029,64c50151e532,8e7aa253cdcb,1,2022,SM
44030,8e7aa253cdcb,a6ebcb693e61,1,2022,SM
44031,a6ebcb693e61,8ff02e119c08,1,2022,SM
44032,8ff02e119c08,8e7aa253cdcb,1,2022,SM
44033,8e7aa253cdcb,33167bac2de0,1,2022,SM
44034,33167bac2de0,a6ebcb693e61,1,2022,SM
44035,a6ebcb693e61,8fd133954063,1,2022,SM
44036,8fd133954063,8e7aa253cdcb,1,2022,SM
44037,8e7aa253cdcb,64c50151e532,1,2022,SM
44038,64c50151e532,8e7aa253cdcb,1,2022,SM
44039,8e7aa253cdcb,73ad46f67b09,1,2022,SM
44040,73ad46f67b09,a6ebcb693e61,1,2022,SM
44041,a6ebcb693e61,8fd133954063,1,2022,SM
44042,8fd133954063,33167bac2de0,1,2022,SM
44043,33167bac2de0,8ff02e119c08,1,2022,SM
44044,8ff02e119c08,8e7aa253cdcb,2,2022,SM
44045,8e7aa253cdcb,8fd133954063,2,2022,SM
44046,8fd133954063,33167bac2de0,2,2022,SM
44047,33167bac2de0,a6ebcb693e61,2,2022,SM
44048,a6ebcb693e61,64c50151e532,2,2022,SM
44049,64c50151e532,8e7aa253cdcb,2,2022,SM
44050,8e7aa253cdcb,33167bac2de0,2,2022,SM
44051,33167bac2de0,a6ebcb693e61,2,2022,SM
44052,a6ebcb693e61,8ff02e119c08,2,2022,SM
44053,8ff02e119c08,8e7aa253cdcb,2,2022,SM
44054,8e7aa253cdcb,33167bac2de0,2,2022,SM
44055,33167bac2de0,8fd133954063,2,2022,SM
44056,8fd133954063,33167bac2de0,2,2022,SM
44057,33167bac2de0,a6ebcb693e61,2,2022,SM
44058,a6ebcb693e61,8ff02e119c08,2,2022,SM
44059,8ff02e119c08,8e7aa253cdcb,2,2022,SM
44060,8e7aa253cdcb,64c50151e532,2,2022,SM
44061,64c50151e532,a6ebcb693e61,2,2022,SM
44062,a6ebcb693e61,8e7aa253cdcb,2,2022,SM
44063,8e7aa253cdcb,73ad46f67b09,2,2022,SM
44064,73ad46f67b09,a6ebcb693e61,2,2022,SM
44065,a6ebcb693e61,8e7aa253cdcb,2,2022,SM
44066,8e7aa253cdcb,8fd133954063,2,2022,SM
44067,8fd133954063,a6ebcb693e61,2,2022,SM
44068,a6ebcb693e61,8e7aa253cdcb,2,2022,SM
44069,8e7aa253cdcb,a6ebcb693e61,2,2022,SM
44070,a6ebcb693e61,33167bac2de0,2,2022,SM
44071,33167bac2de0,8ff02e119c08,2,2022,SM
44072,8ff02e119c08,8fd133954063,2,2022,SM
44073,8fd133954063,a6ebcb693e61,2,2022,SM
44074,a6ebcb693e61,8fd133954063,2,2022,SM
44075,8fd133954063,a6ebcb693e61,2,2022,SM
44076,a6ebcb693e61,8e7aa253cdcb,2,2022,SM
44077,8e7aa253cdcb,8fd133954063,2,2022,SM
44078,8fd133954063,33167bac2de0,2,2022,SM
44079,33167bac2de0,a6ebcb693e61,2,2022,SM
44080,a6ebcb693e61,33167bac2de0,2,2022,SM
44081,33167bac2de0,64c50151e532,2,2022,SM
44082,64c50151e532,8e7aa253cdcb,2,2022,SM
44083,8e7aa253cdcb,a6ebcb693e61,2,2022,SM
44084,a6ebcb693e61,33167bac2de0,2,2022,SM
44085,33167bac2de0,8fd133954063,2,2022,SM
44086,8fd133954063,8ff02e119c08,2,2022,SM
44087,8ff02e119c08,a6ebcb693e61,2,2022,SM
44088,a6ebcb693e61,8fd133954063,2,2022,SM
44089,8fd133954063,33167bac2de0,2,2022,SM
44090,33167bac2de0,a6ebcb693e61,2,2022,SM
44091,a6ebcb693e61,8fd133954063,2,2022,SM
44092,8fd133954063,a6ebcb693e61,2,2022,SM
44093,a6ebcb693e61,33167bac2de0,2,2022,SM
44094,33167bac2de0,a6ebcb693e61,2,2022,SM
44095,a6ebcb693e61,8e7aa253cdcb,2,2022,SM
44096,8e7aa253cdcb,64c50151e532,2,2022,SM
44097,64c50151e532,8e7aa253cdcb,2,2022,SM
44098,8e7aa253cdcb,8ff02e119c08,2,2022,SM
44099,8ff02e119c08,73ad46f67b09,2,2022,SM
44100,73ad46f67b09,33167bac2de0,2,2022,SM
44101,33167bac2de0,a6ebcb693e61,2,2022,SM
44102,a6ebcb693e61,64c50151e532,2,2022,SM
44103,64c50151e532,8e7aa253cdcb,2,2022,SM
44104,8e7aa253cdcb,a6ebcb693e61,2,2022,SM
44105,a6ebcb693e61,33167bac2de0,2,2022,SM
44106,33167bac2de0,8fd133954063,2,2022,SM
