,source,dest,month,year
0,58839af42ed3,373a4a16eaf9,12,2022
1,ae89ce58d543,373a4a16eaf9,12,2022
2,373a4a16eaf9,7c594c644910,12,2022
3,7c594c644910,373a4a16eaf9,12,2022
4,373a4a16eaf9,ae89ce58d543,12,2022
5,ae89ce58d543,373a4a16eaf9,12,2022
6,373a4a16eaf9,ae89ce58d543,12,2022
7,ae89ce58d543,373a4a16eaf9,12,2022
8,373a4a16eaf9,7e051ba37ad4,12,2022
9,7e051ba37ad4,373a4a16eaf9,12,2022
10,373a4a16eaf9,7e051ba37ad4,12,2022
11,7e051ba37ad4,373a4a16eaf9,12,2022
12,fecb203bd177,b659b0bc6172,12,2022
13,c2816cd4c92c,e988d44433f8,12,2022
14,e988d44433f8,862952ddccaf,12,2022
15,862952ddccaf,1ff1f0a2e164,12,2022
16,1ff1f0a2e164,64cd896af0df,12,2022
17,5fa6388d5e22,c2ab60ea3e17,12,2022
18,ea8d207c4ab9,e02d97fbe3b7,12,2022
19,e02d97fbe3b7,cccfc2377e10,12,2022
20,1ccb8d961c15,51e681141116,12,2022
21,51e681141116,aecef364029f,12,2022
22,373a4a16eaf9,7e051ba37ad4,12,2022
23,7e051ba37ad4,373a4a16eaf9,12,2022
24,373a4a16eaf9,ae89ce58d543,12,2022
25,2d769adc12c4,8e5efe42177f,12,2022
26,8e5efe42177f,8617f3728f3c,12,2022
27,8617f3728f3c,72e3ef7c52cb,12,2022
28,72e3ef7c52cb,8617f3728f3c,12,2022
29,8617f3728f3c,72e3ef7c52cb,12,2022
30,72e3ef7c52cb,6c99cbaa2778,12,2022
31,6c99cbaa2778,04150f2d5883,12,2022
32,04150f2d5883,65cb10cc4e49,12,2022
33,65cb10cc4e49,38efe5e64041,12,2022
34,38efe5e64041,6c99cbaa2778,12,2022
35,6c99cbaa2778,65cb10cc4e49,12,2022
36,4898b2c89209,8617f3728f3c,12,2022
37,8617f3728f3c,65cb10cc4e49,12,2022
38,65cb10cc4e49,6bebf9fc57b8,12,2022
39,6bebf9fc57b8,c4360e90ba4b,12,2022
40,c4360e90ba4b,6bebf9fc57b8,12,2022
41,6bebf9fc57b8,c4360e90ba4b,12,2022
42,3d2e0eb68bb1,4d69e7b48249,12,2022
43,4d69e7b48249,ca0ac34440ba,12,2022
44,ca0ac34440ba,386870509dc7,12,2022
45,386870509dc7,72e3ef7c52cb,12,2022
46,72e3ef7c52cb,179cf283f9f5,12,2022
47,179cf283f9f5,04150f2d5883,12,2022
48,91f0092e4068,4bbcec8e8147,12,2022
49,373a4a16eaf9,20a0b846a834,12,2022
50,20a0b846a834,cccfc2377e10,12,2022
51,cccfc2377e10,20a0b846a834,12,2022
52,20a0b846a834,cccfc2377e10,12,2022
53,d0c9e369bee2,213f6505c6c2,12,2022
54,213f6505c6c2,817944c9c685,12,2022
55,817944c9c685,033f42d8a29e,12,2022
56,213f6505c6c2,00c08d89fea3,12,2022
57,00c08d89fea3,d0c9e369bee2,12,2022
58,d0c9e369bee2,00c08d89fea3,12,2022
59,00c08d89fea3,d0c9e369bee2,12,2022
60,d0c9e369bee2,00c08d89fea3,12,2022
61,00c08d89fea3,013c5936f294,12,2022
62,013c5936f294,35444bace328,12,2022
63,35444bace328,00e2c609b433,12,2022
64,00e2c609b433,817944c9c685,12,2022
65,20a0b846a834,cccfc2377e10,12,2022
66,cccfc2377e10,4ede76d3a446,12,2022
67,4ede76d3a446,cccfc2377e10,12,2022
68,88d1b784dd23,24c988b91198,12,2022
69,24c988b91198,88d1b784dd23,12,2022
70,88d1b784dd23,ad508fd81a92,12,2022
71,ad508fd81a92,88d1b784dd23,12,2022
72,88d1b784dd23,b28a999c0fba,12,2022
73,b28a999c0fba,24c988b91198,12,2022
74,24c988b91198,88d1b784dd23,12,2022
75,88d1b784dd23,e29fe6324bfa,12,2022
76,e29fe6324bfa,88d1b784dd23,12,2022
77,88d1b784dd23,bdc1b757e4d4,12,2022
78,bdc1b757e4d4,88d1b784dd23,12,2022
79,4860fb4eca2b,7e051ba37ad4,12,2022
80,7e051ba37ad4,373a4a16eaf9,12,2022
81,373a4a16eaf9,8cdba996be62,12,2022
82,3d2e0eb68bb1,e16226fb7dde,12,2022
83,e16226fb7dde,36b212ef149c,12,2022
84,36b212ef149c,a8972f5f21ff,12,2022
85,a8972f5f21ff,9422370500e7,12,2022
86,9422370500e7,7d802a5c57e7,12,2022
87,7d802a5c57e7,98b754af76c6,12,2022
88,98b754af76c6,48c91416b553,12,2022
89,48c91416b553,f169433b549d,12,2022
90,f169433b549d,98b754af76c6,12,2022
91,41cf091084d6,d42ed19c0d9c,12,2022
92,d42ed19c0d9c,e0929b1087c1,12,2022
93,e0929b1087c1,7a0d0e130e9c,12,2022
94,a4b1f95ddfa1,5ef28cdc5b39,12,2022
95,e9a73389bd39,6f0adb33aa49,12,2022
96,6f0adb33aa49,764dedae61d5,12,2022
97,e0929b1087c1,b6afb7afe424,12,2022
98,b6afb7afe424,187380934090,12,2022
99,187380934090,e4e1f3095d35,12,2022
100,e4e1f3095d35,3d2e0eb68bb1,12,2022
101,3d2e0eb68bb1,97782f82720e,12,2022
102,685d22ae4cc3,e0ad8c3cc19b,12,2022
103,72a025714561,f87afe134edc,12,2022
